leads_id,leads_registered,number_of_employee,industry,session_source,total_visits,first_visits,cluster
209,2021-01-25 17:37:45+00:00,50,F&B,CPC,3,/portofolio,2
225,2021-01-29 13:04:10+00:00,50,F&B,Organic Social,4,/features,0
242,2021-02-03 11:30:58+00:00,50,F&B,CPC,3,/form/demo,2
366,2021-03-10 09:40:29+00:00,50,F&B,CPC,3,/home,2
401,2021-03-25 10:24:53+00:00,50,F&B,Organic Social,3,/features,2
446,2021-04-02 10:30:34+00:00,50,F&B,CPC,4,/features,0
563,2021-05-04 12:44:57+00:00,50,F&B,CPC,4,/home,0
660,2021-06-03 09:58:01+00:00,50,F&B,Direct,4,/features,0
680,2021-06-04 16:03:29+00:00,50,F&B,Organic Social,4,/features,0
800,2021-07-05 16:27:12+00:00,50,F&B,Organic Social,2,/features,2
830,2021-07-13 15:12:13+00:00,50,F&B,CPC,4,/features,0
841,2021-07-21 14:41:17+00:00,50,F&B,Direct,5,/home,0
897,2021-08-04 14:46:19+00:00,50,F&B,Direct,3,/portofolio,2
927,2021-08-13 17:18:51+00:00,50,F&B,Direct,4,/form/demo,0
970,2021-08-30 14:54:18+00:00,50,F&B,Organic Social,3,/features,2
971,2021-08-30 15:37:00+00:00,50,F&B,Refferal,5,/home,0
1106,2021-09-29 13:29:32+00:00,50,F&B,CPC,3,/portofolio,2
1119,2021-09-30 15:47:35+00:00,50,F&B,Organic Search,6,/home,0
1188,2021-10-22 11:09:13+00:00,50,F&B,CPC,4,/form/demo,0
1193,2021-10-25 15:08:30+00:00,50,F&B,CPC,3,/home,2
1200,2021-10-28 10:04:47+00:00,50,F&B,Organic Search,4,/features,0
1248,2021-11-05 16:57:36+00:00,50,F&B,Organic Social,2,/testimonials,2
1263,2021-11-11 15:31:53+00:00,50,F&B,CPC,4,/form/demo,0
1339,2021-12-01 15:18:11+00:00,50,F&B,CPC,2,/portofolio,2
1370,2021-12-06 12:14:48+00:00,50,F&B,CPC,3,/form/demo,2
1508,2021-12-29 13:02:10+00:00,50,F&B,Organic Social,4,/home,0
1583,2022-01-06 17:19:35+00:00,50,F&B,CPC,3,/home,2
1597,2022-01-10 10:24:02+00:00,50,F&B,CPC,3,/home,2
1835,2022-03-09 14:34:49+00:00,50,F&B,Organic Search,4,/features,0
2020,2022-04-06 10:55:45+00:00,50,F&B,Organic Social,4,/form/demo,0
2032,2022-04-08 15:32:07+00:00,50,F&B,Organic Search,2,/home,2
2099,2022-04-29 16:47:59+00:00,50,F&B,Organic Social,6,/features,0
2221,2022-05-30 10:57:12+00:00,50,F&B,Refferal,5,/home,0
2264,2022-06-01 15:40:53+00:00,50,F&B,Organic Search,3,/home,2
2299,2022-06-03 16:57:23+00:00,50,F&B,CPC,2,/home,2
2306,2022-06-06 09:41:54+00:00,50,F&B,Direct,5,/home,0
2486,2022-06-29 13:43:57+00:00,50,F&B,CPC,4,/home,0
2499,2022-06-30 17:11:56+00:00,50,F&B,CPC,3,/features,2
2502,2022-07-01 10:39:47+00:00,50,F&B,Organic Social,4,/home,0
2546,2022-07-08 09:46:58+00:00,50,F&B,Organic Social,2,/home,2
2567,2022-07-19 09:39:27+00:00,50,F&B,Organic Search,3,/features,2
2915,2022-09-14 15:18:23+00:00,50,F&B,CPC,4,/features,0
2998,2022-09-23 17:33:12+00:00,50,F&B,CPC,3,/home,2
3104,2022-09-30 17:19:01+00:00,50,F&B,CPC,2,/portofolio,2
3125,2022-10-04 15:47:49+00:00,50,F&B,Refferal,3,/features,2
3160,2022-10-07 13:08:22+00:00,50,F&B,Organic Social,3,/features,2
3181,2022-10-13 16:00:03+00:00,50,F&B,Direct,6,/features,0
3240,2022-10-27 16:23:41+00:00,50,F&B,CPC,3,/home,2
3255,2022-10-28 17:39:20+00:00,50,F&B,CPC,2,/form/demo,2
3290,2022-11-02 11:46:07+00:00,50,F&B,Refferal,3,/home,2
91,2020-12-23 16:25:55+00:00,60,F&B,Direct,6,/features,0
269,2021-02-11 09:25:28+00:00,60,F&B,Direct,4,/form/demo,0
384,2021-03-19 10:41:39+00:00,60,F&B,Direct,6,/home,0
557,2021-05-03 16:56:24+00:00,60,F&B,CPC,2,/studycase,2
837,2021-07-16 16:40:25+00:00,60,F&B,Organic Search,6,/features,0
1251,2021-11-08 17:32:55+00:00,60,F&B,Refferal,6,/home,0
1931,2022-03-25 13:22:34+00:00,60,F&B,Refferal,6,/home,0
2110,2022-05-03 11:14:11+00:00,60,F&B,Organic Search,3,/home,2
2445,2022-06-24 13:33:36+00:00,60,F&B,Organic Search,6,/home,0
3069,2022-09-29 10:21:33+00:00,60,F&B,Organic Search,5,/features,0
110,2020-12-30 10:02:19+00:00,325,F&B,Organic Search,6,/features,0
2916,2022-09-14 15:19:13+00:00,325,F&B,Refferal,1,/form/set-a-meeting,1
152,2021-01-05 17:45:33+00:00,70,F&B,Direct,6,/features,0
167,2021-01-07 11:19:29+00:00,70,F&B,Organic Social,3,/features,2
227,2021-01-29 13:43:25+00:00,70,F&B,Organic Search,5,/form/demo,0
478,2021-04-08 15:43:13+00:00,70,F&B,CPC,3,/home,2
650,2021-06-01 15:04:00+00:00,70,F&B,Organic Search,5,/features,0
892,2021-08-04 10:32:05+00:00,70,F&B,CPC,5,/features,0
1333,2021-12-01 10:17:19+00:00,70,F&B,Direct,6,/studycase,0
2126,2022-05-04 17:54:33+00:00,70,F&B,CPC,2,/features,2
2286,2022-06-03 10:15:13+00:00,70,F&B,CPC,4,/studycase,0
2860,2022-09-06 17:04:56+00:00,70,F&B,Direct,6,/features,0
2878,2022-09-08 12:27:21+00:00,70,F&B,Direct,6,/features,0
3161,2022-10-07 17:25:17+00:00,70,F&B,Direct,6,/features,0
661,2021-06-03 12:03:16+00:00,80,F&B,Direct,2,/home,2
962,2021-08-27 16:19:23+00:00,80,F&B,Organic Search,3,/features,2
1404,2021-12-09 17:32:15+00:00,80,F&B,Organic Search,5,/features,0
1559,2022-01-04 10:07:08+00:00,80,F&B,CPC,2,/features,2
1565,2022-01-05 09:25:18+00:00,80,F&B,CPC,5,/home,0
1616,2022-01-18 15:19:19+00:00,80,F&B,CPC,6,/home,0
2648,2022-08-03 10:15:25+00:00,80,F&B,Refferal,5,/home,0
2962,2022-09-21 14:25:26+00:00,80,F&B,CPC,5,/features,0
182,2021-01-12 14:55:34+00:00,90,F&B,Refferal,5,/home,0
526,2021-04-28 15:11:21+00:00,90,F&B,Refferal,6,/studycase,0
540,2021-04-30 11:44:51+00:00,90,F&B,CPC,2,/testimonials,2
592,2021-05-10 17:03:00+00:00,90,F&B,CPC,4,/form/demo,0
673,2021-06-04 11:01:04+00:00,90,F&B,CPC,5,/home,0
682,2021-06-07 10:24:11+00:00,90,F&B,CPC,2,/home,2
688,2021-06-07 15:52:52+00:00,90,F&B,CPC,4,/features,0
809,2021-07-07 13:05:05+00:00,90,F&B,CPC,3,/home,2
1168,2021-10-11 13:20:40+00:00,90,F&B,Refferal,3,/home,2
1232,2021-11-03 13:32:16+00:00,90,F&B,Organic Search,5,/home,0
1621,2022-01-19 16:27:47+00:00,90,F&B,Organic Search,5,/features,0
1908,2022-03-23 17:47:07+00:00,90,F&B,CPC,4,/features,0
1967,2022-03-30 14:51:15+00:00,90,F&B,CPC,4,/form/demo,0
2160,2022-05-17 10:53:33+00:00,90,F&B,CPC,5,/home,0
2434,2022-06-23 17:44:31+00:00,90,F&B,Refferal,5,/home,0
2520,2022-07-04 14:06:03+00:00,90,F&B,Organic Search,4,/home,0
2708,2022-08-16 17:36:23+00:00,90,F&B,Refferal,6,/home,0
3040,2022-09-27 16:27:12+00:00,90,F&B,CPC,5,/features,0
3143,2022-10-05 15:49:40+00:00,90,F&B,Organic Social,4,/features,0
482,2021-04-09 09:41:17+00:00,350,F&B,Organic Search,1,/form/demo,1
2480,2022-06-29 10:00:47+00:00,350,F&B,CPC,6,/home,0
568,2021-05-04 16:35:59+00:00,100,F&B,CPC,3,/features,2
621,2021-05-25 09:03:36+00:00,100,F&B,Organic Search,6,/features,0
832,2021-07-14 11:06:27+00:00,100,F&B,Direct,3,/studycase,2
1076,2021-09-24 09:00:14+00:00,100,F&B,Organic Social,4,/features,0
1158,2021-10-07 11:37:05+00:00,100,F&B,CPC,4,/features,0
1783,2022-03-02 17:13:58+00:00,100,F&B,Direct,6,/features,0
1836,2022-03-09 14:36:06+00:00,100,F&B,Organic Social,4,/features,0
1894,2022-03-23 09:46:25+00:00,100,F&B,CPC,6,/features,0
1995,2022-04-01 15:26:42+00:00,100,F&B,CPC,4,/form/demo,0
2085,2022-04-29 09:25:16+00:00,100,F&B,Refferal,4,/home,0
2417,2022-06-22 13:42:43+00:00,100,F&B,Organic Search,5,/home,0
2605,2022-07-27 17:30:47+00:00,100,F&B,Refferal,6,/form/demo,0
2677,2022-08-08 09:03:46+00:00,100,F&B,CPC,6,/features,0
2680,2022-08-08 10:48:00+00:00,100,F&B,Organic Social,4,/features,0
2690,2022-08-10 14:25:28+00:00,100,F&B,CPC,5,/features,0
2825,2022-09-02 16:50:25+00:00,100,F&B,CPC,6,/studycase,0
174,2021-01-08 11:29:19+00:00,110,F&B,CPC,4,/home,0
356,2021-03-08 16:05:59+00:00,110,F&B,CPC,5,/home,0
606,2021-05-19 16:46:01+00:00,110,F&B,CPC,4,/form/demo,0
1061,2021-09-20 11:28:57+00:00,110,F&B,Direct,5,/features,0
1442,2021-12-20 11:23:57+00:00,110,F&B,Organic Social,3,/form/demo,2
1514,2021-12-29 17:13:02+00:00,110,F&B,Organic Social,2,/home,2
1786,2022-03-03 11:44:45+00:00,110,F&B,Refferal,6,/studycase,0
1907,2022-03-23 17:45:43+00:00,110,F&B,Refferal,6,/features,0
2205,2022-05-27 12:16:36+00:00,110,F&B,Direct,5,/features,0
2645,2022-08-02 17:29:54+00:00,110,F&B,Organic Search,5,/features,0
2865,2022-09-07 12:08:03+00:00,110,F&B,Refferal,6,/home,0
2933,2022-09-19 10:14:19+00:00,110,F&B,CPC,6,/home,0
1672,2022-02-02 15:02:45+00:00,375,F&B,Organic Search,1,/form/brochure,1
1716,2022-02-22 10:35:56+00:00,375,F&B,Organic Search,6,/studycase,0
1945,2022-03-28 16:15:30+00:00,375,F&B,Refferal,1,/form/brochure,1
2155,2022-05-12 15:07:28+00:00,375,F&B,Refferal,1,/form/set-a-meeting,1
2386,2022-06-16 12:29:42+00:00,375,F&B,Refferal,2,/studycase,1
2597,2022-07-26 17:03:32+00:00,375,F&B,Refferal,5,/features,0
116,2020-12-30 15:31:20+00:00,120,F&B,Direct,5,/home,0
135,2021-01-04 11:59:44+00:00,120,F&B,CPC,6,/features,0
1116,2021-09-30 13:50:01+00:00,120,F&B,Organic Search,5,/home,0
1371,2021-12-06 13:39:10+00:00,120,F&B,Organic Social,2,/portofolio,2
1495,2021-12-28 10:54:45+00:00,120,F&B,Organic Social,3,/home,2
1533,2021-12-31 10:58:34+00:00,120,F&B,Organic Social,3,/features,2
1599,2022-01-11 09:54:47+00:00,120,F&B,Organic Social,3,/form/demo,2
1685,2022-02-07 15:32:41+00:00,120,F&B,Organic Social,4,/studycase,0
1736,2022-02-25 09:01:41+00:00,120,F&B,CPC,5,/form/demo,0
2075,2022-04-27 09:11:56+00:00,120,F&B,CPC,5,/form/demo,0
2191,2022-05-25 12:18:05+00:00,120,F&B,Direct,5,/studycase,0
362,2021-03-09 17:01:18+00:00,130,F&B,Direct,6,/home,0
463,2021-04-06 12:45:33+00:00,130,F&B,Refferal,6,/features,0
480,2021-04-09 09:00:51+00:00,130,F&B,Organic Search,3,/features,2
900,2021-08-05 09:48:14+00:00,130,F&B,CPC,5,/features,0
1037,2021-09-08 17:00:05+00:00,130,F&B,Organic Search,6,/home,0
1058,2021-09-20 09:22:30+00:00,130,F&B,CPC,3,/features,2
1793,2022-03-03 16:35:06+00:00,130,F&B,Direct,6,/home,0
1992,2022-04-01 14:52:47+00:00,130,F&B,CPC,3,/features,2
2623,2022-08-01 09:29:43+00:00,130,F&B,CPC,3,/features,2
2676,2022-08-05 17:41:40+00:00,130,F&B,CPC,3,/home,2
2772,2022-08-31 09:54:23+00:00,130,F&B,Organic Search,6,/home,0
2940,2022-09-19 15:52:13+00:00,130,F&B,Organic Social,6,/features,0
3140,2022-10-05 14:03:58+00:00,130,F&B,Organic Social,3,/home,2
3175,2022-10-12 14:59:38+00:00,130,F&B,CPC,4,/features,0
133,2021-01-04 10:59:09+00:00,140,F&B,Organic Search,4,/form/demo,0
222,2021-01-29 10:25:04+00:00,140,F&B,CPC,2,/form/demo,2
223,2021-01-29 10:40:23+00:00,140,F&B,Refferal,4,/home,0
278,2021-02-18 16:54:22+00:00,140,F&B,Direct,4,/features,0
322,2021-03-02 13:29:50+00:00,140,F&B,Direct,4,/features,0
1006,2021-09-03 10:21:15+00:00,140,F&B,Direct,4,/features,0
1231,2021-11-03 13:27:26+00:00,140,F&B,Direct,4,/features,0
1236,2021-11-04 10:20:20+00:00,140,F&B,Direct,4,/features,0
1252,2021-11-09 09:08:49+00:00,140,F&B,CPC,4,/home,0
1309,2021-11-29 16:00:02+00:00,140,F&B,Direct,5,/features,0
1312,2021-11-29 17:36:51+00:00,140,F&B,Refferal,6,/features,0
1331,2021-12-01 09:30:40+00:00,140,F&B,CPC,4,/form/demo,0
1471,2021-12-23 16:16:42+00:00,140,F&B,CPC,5,/studycase,0
1473,2021-12-24 10:31:39+00:00,140,F&B,Refferal,4,/home,0
1502,2021-12-29 10:07:28+00:00,140,F&B,Refferal,4,/features,0
1529,2021-12-31 09:26:34+00:00,140,F&B,Organic Search,4,/home,0
1737,2022-02-25 10:43:07+00:00,140,F&B,Direct,4,/home,0
1906,2022-03-23 17:41:37+00:00,140,F&B,Direct,6,/features,0
1938,2022-03-25 16:53:16+00:00,140,F&B,Direct,4,/home,0
2370,2022-06-14 14:52:51+00:00,140,F&B,Direct,1,/form/set-a-meeting,1
2429,2022-06-23 15:10:12+00:00,140,F&B,CPC,4,/features,0
2565,2022-07-18 10:40:55+00:00,140,F&B,Organic Search,4,/studycase,0
2659,2022-08-03 17:39:01+00:00,140,F&B,CPC,4,/form/demo,0
2749,2022-08-29 14:25:13+00:00,140,F&B,Refferal,5,/home,0
2752,2022-08-30 09:26:13+00:00,140,F&B,CPC,4,/features,0
2802,2022-09-01 16:22:22+00:00,140,F&B,Organic Social,4,/features,0
2849,2022-09-06 09:42:10+00:00,140,F&B,Organic Search,5,/features,0
3003,2022-09-26 09:21:57+00:00,140,F&B,CPC,2,/home,2
3053,2022-09-28 11:08:32+00:00,140,F&B,CPC,4,/home,0
3068,2022-09-29 09:42:20+00:00,140,F&B,Refferal,4,/features,0
3076,2022-09-29 14:52:58+00:00,140,F&B,Refferal,5,/studycase,0
3237,2022-10-27 13:26:56+00:00,140,F&B,Organic Search,6,/home,0
3347,2022-11-22 12:28:30+00:00,140,F&B,Refferal,3,/features,2
3389,2022-11-30 17:50:23+00:00,140,F&B,Refferal,4,/features,0
613,2021-05-21 16:51:46+00:00,400,F&B,Direct,1,/form/set-a-meeting,1
35,2020-12-07 09:52:53+00:00,150,F&B,Direct,5,/home,0
47,2020-12-08 17:32:36+00:00,150,F&B,Organic Search,4,/features,0
88,2020-12-23 14:51:37+00:00,150,F&B,Direct,4,/form/demo,0
203,2021-01-25 09:34:59+00:00,150,F&B,CPC,5,/features,0
285,2021-02-22 16:00:20+00:00,150,F&B,Refferal,4,/form/demo,0
410,2021-03-26 12:27:30+00:00,150,F&B,CPC,4,/form/demo,0
499,2021-04-19 16:56:16+00:00,150,F&B,Direct,4,/studycase,0
551,2021-05-03 09:34:05+00:00,150,F&B,CPC,4,/home,0
741,2021-06-25 14:47:03+00:00,150,F&B,Refferal,4,/home,0
954,2021-08-26 12:30:49+00:00,150,F&B,Direct,5,/studycase,0
1029,2021-09-07 10:33:54+00:00,150,F&B,Organic Social,3,/home,2
1052,2021-09-14 12:42:48+00:00,150,F&B,Organic Search,2,/testimonials,2
1071,2021-09-22 11:25:04+00:00,150,F&B,CPC,6,/features,0
1098,2021-09-28 15:00:18+00:00,150,F&B,Direct,4,/features,0
1129,2021-10-01 16:11:58+00:00,150,F&B,CPC,6,/portofolio,0
1205,2021-10-29 09:46:24+00:00,150,F&B,Refferal,1,/form/set-a-meeting,1
1254,2021-11-09 09:48:57+00:00,150,F&B,Direct,4,/features,0
1326,2021-11-30 17:12:57+00:00,150,F&B,Refferal,2,/home,2
1327,2021-11-30 17:19:29+00:00,150,F&B,Refferal,4,/features,0
1360,2021-12-03 14:28:51+00:00,150,F&B,Direct,4,/portofolio,0
1386,2021-12-07 17:43:59+00:00,150,F&B,Organic Search,6,/features,0
1572,2022-01-05 16:35:01+00:00,150,F&B,Direct,4,/features,0
1620,2022-01-19 13:54:19+00:00,150,F&B,Refferal,5,/home,0
1689,2022-02-10 09:08:50+00:00,150,F&B,Direct,6,/portofolio,0
1699,2022-02-16 09:40:54+00:00,150,F&B,Direct,4,/form/demo,0
1723,2022-02-23 16:16:42+00:00,150,F&B,CPC,4,/studycase,0
1914,2022-03-24 13:02:03+00:00,150,F&B,Direct,4,/studycase,0
1964,2022-03-30 10:21:26+00:00,150,F&B,Refferal,4,/features,0
2139,2022-05-06 17:59:24+00:00,150,F&B,Direct,5,/studycase,0
2213,2022-05-30 09:25:10+00:00,150,F&B,Refferal,4,/features,0
2298,2022-06-03 16:17:19+00:00,150,F&B,Refferal,2,/studycase,2
2704,2022-08-12 17:02:56+00:00,150,F&B,Organic Search,5,/features,0
2732,2022-08-26 13:18:12+00:00,150,F&B,Direct,4,/home,0
2753,2022-08-30 09:30:07+00:00,150,F&B,CPC,4,/features,0
2756,2022-08-30 11:06:19+00:00,150,F&B,Organic Search,5,/features,0
2823,2022-09-02 16:05:46+00:00,150,F&B,Direct,4,/home,0
2837,2022-09-05 13:18:41+00:00,150,F&B,Organic Search,6,/home,0
2952,2022-09-20 16:14:59+00:00,150,F&B,Organic Social,2,/home,2
3015,2022-09-26 14:00:57+00:00,150,F&B,Organic Social,4,/home,0
3057,2022-09-28 12:28:57+00:00,150,F&B,Refferal,5,/home,0
3074,2022-09-29 14:29:43+00:00,150,F&B,Direct,5,/features,0
3285,2022-11-02 09:33:00+00:00,150,F&B,Direct,4,/home,0
3382,2022-11-29 17:03:48+00:00,150,F&B,CPC,4,/features,0
2994,2022-09-23 16:09:52+00:00,425,F&B,Direct,1,/form/set-a-meeting,1
910,2021-08-06 17:29:37+00:00,175,F&B,Refferal,2,/home,2
1290,2021-11-24 14:53:08+00:00,175,F&B,Refferal,2,/testimonials,2
3320,2022-11-10 15:27:18+00:00,175,F&B,Refferal,2,/testimonials,2
315,2021-03-01 16:12:25+00:00,450,F&B,Refferal,2,/studycase,1
996,2021-09-01 17:59:45+00:00,450,F&B,Organic Search,2,/portofolio,1
2315,2022-06-06 14:48:13+00:00,450,F&B,Direct,6,/features,0
512,2021-04-26 16:32:19+00:00,200,F&B,Direct,1,/form/set-a-meeting,1
1195,2021-10-26 09:59:46+00:00,200,F&B,Organic Search,6,/form/demo,0
1959,2022-03-29 17:36:01+00:00,200,F&B,Refferal,1,/form/set-a-meeting,1
2036,2022-04-13 15:18:14+00:00,200,F&B,Refferal,4,/home,0
2269,2022-06-01 17:59:30+00:00,200,F&B,Organic Social,2,/testimonials,1
2389,2022-06-17 09:07:46+00:00,200,F&B,CPC,4,/features,0
2242,2022-05-31 14:08:33+00:00,475,F&B,Refferal,1,/form/set-a-meeting,1
304,2021-02-26 10:53:02+00:00,225,F&B,Direct,4,/home,0
2422,2022-06-23 10:38:09+00:00,225,F&B,CPC,4,/home,0
42,2020-12-08 10:53:09+00:00,500,F&B,Direct,6,/studycase,0
847,2021-07-23 11:10:06+00:00,500,F&B,Refferal,1,/form/set-a-meeting,1
2635,2022-08-02 12:06:57+00:00,500,F&B,Refferal,1,/form/set-a-meeting,1
2719,2022-08-24 09:20:18+00:00,500,F&B,Refferal,1,/form/set-a-meeting,1
1184,2021-10-21 13:30:48+00:00,250,F&B,Refferal,1,/form/brochure,1
1351,2021-12-02 14:28:54+00:00,250,F&B,Organic Search,1,/form/brochure,1
2166,2022-05-19 12:37:04+00:00,250,F&B,Refferal,2,/studycase,1
2946,2022-09-20 09:07:16+00:00,10,Finance,Direct,5,/home,0
105,2020-12-29 15:20:10+00:00,275,Finance,Refferal,4,/home,0
552,2021-05-03 14:25:09+00:00,275,Finance,Refferal,1,/form/brochure,1
1579,2022-01-06 10:55:13+00:00,275,Finance,Direct,5,/home,0
1721,2022-02-23 14:18:18+00:00,275,Finance,Direct,1,/form/set-a-meeting,1
2071,2022-04-26 13:46:29+00:00,275,Finance,Refferal,1,/form/set-a-meeting,1
2217,2022-05-30 10:32:48+00:00,275,Finance,Refferal,2,/testimonials,1
2534,2022-07-06 09:11:10+00:00,275,Finance,Refferal,1,/form/set-a-meeting,1
2578,2022-07-20 17:08:27+00:00,275,Finance,Refferal,1,/form/set-a-meeting,1
2651,2022-08-03 13:00:20+00:00,275,Finance,CPC,5,/features,0
2652,2022-08-03 13:42:11+00:00,275,Finance,Refferal,2,/home,1
2798,2022-09-01 15:32:43+00:00,275,Finance,Refferal,1,/form/set-a-meeting,1
3024,2022-09-26 16:03:51+00:00,275,Finance,Refferal,1,/form/set-a-meeting,1
3247,2022-10-28 15:58:12+00:00,275,Finance,Organic Social,2,/home,1
3252,2022-10-28 16:49:52+00:00,275,Finance,Direct,1,/form/brochure,1
3368,2022-11-25 14:58:56+00:00,275,Finance,CPC,1,/form/set-a-meeting,1
1103,2021-09-29 11:14:32+00:00,20,Finance,Organic Social,5,/studycase,0
3254,2022-10-28 17:37:45+00:00,20,Finance,Direct,5,/form/demo,0
2165,2022-05-19 11:21:50+00:00,25,Finance,Refferal,6,/features,0
210,2021-01-26 09:05:52+00:00,300,Finance,Refferal,2,/testimonials,1
672,2021-06-04 10:23:12+00:00,300,Finance,Refferal,1,/form/set-a-meeting,1
893,2021-08-04 11:19:48+00:00,300,Finance,Refferal,1,/form/set-a-meeting,1
1126,2021-10-01 12:44:59+00:00,300,Finance,Refferal,5,/features,0
1296,2021-11-26 09:35:53+00:00,300,Finance,Organic Social,2,/testimonials,1
1447,2021-12-21 10:43:50+00:00,300,Finance,CPC,1,/form/set-a-meeting,1
1458,2021-12-22 11:30:32+00:00,300,Finance,Organic Social,1,/form/brochure,1
1966,2022-03-30 14:07:33+00:00,300,Finance,Organic Social,6,/home,0
1969,2022-03-30 15:43:22+00:00,300,Finance,Organic Search,6,/form/demo,0
2027,2022-04-07 15:46:03+00:00,300,Finance,Direct,4,/features,0
2255,2022-06-01 10:13:49+00:00,300,Finance,Refferal,1,/form/set-a-meeting,1
2344,2022-06-08 14:54:09+00:00,300,Finance,Refferal,1,/form/brochure,1
2890,2022-09-12 09:02:21+00:00,300,Finance,CPC,4,/portofolio,0
264,2021-02-09 10:33:15+00:00,50,Finance,Refferal,5,/features,0
537,2021-04-30 10:40:54+00:00,50,Finance,Direct,5,/studycase,0
603,2021-05-17 16:48:57+00:00,50,Finance,Direct,6,/home,0
723,2021-06-22 10:11:44+00:00,50,Finance,Organic Search,6,/home,0
815,2021-07-08 14:59:32+00:00,50,Finance,CPC,5,/features,0
1259,2021-11-09 17:36:40+00:00,50,Finance,Direct,5,/studycase,0
1338,2021-12-01 15:15:23+00:00,50,Finance,CPC,5,/home,0
1373,2021-12-06 16:45:01+00:00,50,Finance,Organic Search,6,/features,0
1481,2021-12-27 10:16:40+00:00,50,Finance,Direct,5,/home,0
1778,2022-03-02 15:28:32+00:00,50,Finance,Organic Search,5,/home,0
1834,2022-03-09 14:03:44+00:00,50,Finance,Organic Search,6,/home,0
2372,2022-06-14 16:56:37+00:00,50,Finance,Direct,5,/features,0
2618,2022-07-29 10:57:04+00:00,50,Finance,Organic Search,5,/features,0
2762,2022-08-30 13:11:24+00:00,50,Finance,Organic Search,5,/home,0
2886,2022-09-09 13:07:20+00:00,50,Finance,Direct,6,/home,0
2912,2022-09-14 12:36:32+00:00,50,Finance,Direct,5,/home,0
126,2021-01-01 11:00:01+00:00,60,Finance,Refferal,5,/features,0
333,2021-03-04 09:42:48+00:00,60,Finance,Organic Search,5,/features,0
657,2021-06-02 09:55:55+00:00,60,Finance,Organic Search,5,/features,0
790,2021-07-02 17:58:29+00:00,60,Finance,Organic Search,5,/features,0
1505,2021-12-29 12:17:22+00:00,60,Finance,Refferal,6,/features,0
1563,2022-01-04 15:41:03+00:00,60,Finance,Direct,5,/home,0
1568,2022-01-05 12:54:47+00:00,60,Finance,CPC,5,/home,0
1639,2022-01-26 10:40:37+00:00,60,Finance,Organic Search,5,/form/demo,0
1739,2022-02-25 14:19:06+00:00,60,Finance,Organic Search,5,/home,0
1747,2022-02-28 09:50:07+00:00,60,Finance,Direct,5,/features,0
1863,2022-03-16 10:17:18+00:00,60,Finance,CPC,6,/studycase,0
2576,2022-07-20 16:35:31+00:00,60,Finance,Organic Search,6,/home,0
2760,2022-08-30 12:01:00+00:00,60,Finance,Organic Social,6,/home,0
2834,2022-09-05 10:12:12+00:00,60,Finance,Organic Search,6,/features,0
2838,2022-09-05 14:10:58+00:00,60,Finance,CPC,5,/features,0
2884,2022-09-09 10:27:57+00:00,60,Finance,CPC,5,/features,0
2904,2022-09-13 13:40:46+00:00,60,Finance,Refferal,5,/features,0
2961,2022-09-21 14:12:20+00:00,60,Finance,Direct,6,/home,0
359,2021-03-08 17:44:31+00:00,325,Finance,Refferal,5,/features,0
567,2021-05-04 16:18:37+00:00,325,Finance,Direct,1,/form/brochure,1
671,2021-06-04 09:56:14+00:00,325,Finance,Organic Search,1,/form/demo,1
1311,2021-11-29 17:11:25+00:00,325,Finance,Refferal,5,/home,0
1484,2021-12-27 11:41:27+00:00,325,Finance,Refferal,5,/form/demo,0
1693,2022-02-11 10:07:37+00:00,325,Finance,Refferal,1,/form/brochure,1
1776,2022-03-02 14:41:19+00:00,325,Finance,Refferal,2,/features,1
1853,2022-03-11 17:23:50+00:00,325,Finance,Refferal,2,/portofolio,1
3030,2022-09-26 17:24:38+00:00,325,Finance,Organic Search,1,/form/brochure,1
3114,2022-10-03 16:19:25+00:00,325,Finance,Direct,1,/form/brochure,1
208,2021-01-25 17:33:34+00:00,70,Finance,CPC,5,/form/demo,0
344,2021-03-05 10:29:16+00:00,70,Finance,Refferal,5,/home,0
436,2021-04-01 15:38:48+00:00,70,Finance,Refferal,5,/features,0
651,2021-06-01 15:51:34+00:00,70,Finance,Direct,5,/features,0
1167,2021-10-11 12:35:07+00:00,70,Finance,CPC,5,/home,0
1178,2021-10-18 10:03:22+00:00,70,Finance,Direct,5,/features,0
1448,2021-12-21 11:34:42+00:00,70,Finance,Direct,5,/form/demo,0
1738,2022-02-25 10:44:48+00:00,70,Finance,Direct,5,/studycase,0
1888,2022-03-22 14:13:25+00:00,70,Finance,Organic Search,5,/home,0
2015,2022-04-05 14:34:11+00:00,70,Finance,CPC,6,/home,0
2202,2022-05-27 10:17:03+00:00,70,Finance,CPC,6,/form/demo,0
2261,2022-06-01 13:07:18+00:00,70,Finance,Refferal,5,/home,0
2289,2022-06-03 11:44:30+00:00,70,Finance,Direct,6,/features,0
2321,2022-06-06 16:39:38+00:00,70,Finance,Direct,6,/home,0
2346,2022-06-08 16:25:28+00:00,70,Finance,CPC,5,/form/demo,0
2367,2022-06-13 10:30:22+00:00,70,Finance,CPC,5,/features,0
2506,2022-07-01 13:00:42+00:00,70,Finance,CPC,5,/features,0
2925,2022-09-16 10:39:49+00:00,70,Finance,Organic Search,5,/features,0
3099,2022-09-30 15:24:23+00:00,70,Finance,Organic Search,6,/home,0
3156,2022-10-06 17:19:58+00:00,70,Finance,Direct,6,/features,0
