leads_id,session_source_code,industry_code,leads_registered,number_of_employee
461,2,2,2021-04-06 09:42:54.000000 UTC,10
471,2,2,2021-04-08 09:02:17.000000 UTC,10
575,2,2,2021-05-05 14:31:14.000000 UTC,10
590,1,2,2021-05-10 13:28:07.000000 UTC,10
597,4,2,2021-05-12 14:32:52.000000 UTC,10
633,5,2,2021-05-28 17:37:23.000000 UTC,10
721,5,2,2021-06-21 17:21:38.000000 UTC,10
759,1,2,2021-06-29 12:45:39.000000 UTC,10
778,1,2,2021-07-02 10:49:24.000000 UTC,10
811,2,2,2021-07-07 16:17:34.000000 UTC,10
861,2,2,2021-07-28 10:10:25.000000 UTC,10
894,1,2,2021-08-04 11:25:54.000000 UTC,10
907,1,2,2021-08-06 16:18:01.000000 UTC,10
1026,2,2,2021-09-06 16:48:01.000000 UTC,10
1175,1,2,2021-10-14 11:30:17.000000 UTC,10
1257,5,2,2021-11-09 14:13:47.000000 UTC,10
1270,1,2,2021-11-16 10:22:03.000000 UTC,10
1314,4,2,2021-11-30 09:27:57.000000 UTC,10
1553,2,2,2022-01-03 11:58:27.000000 UTC,10
1581,3,2,2022-01-06 15:28:29.000000 UTC,10
1660,1,2,2022-01-31 12:30:21.000000 UTC,10
1788,4,2,2022-03-03 12:23:55.000000 UTC,10
1831,2,2,2022-03-09 12:38:56.000000 UTC,10
1889,4,2,2022-03-22 15:29:10.000000 UTC,10
2138,4,2,2022-05-06 12:27:59.000000 UTC,10
2172,3,2,2022-05-23 10:47:43.000000 UTC,10
2284,1,2,2022-06-03 09:55:17.000000 UTC,10
2421,4,2,2022-06-23 09:16:12.000000 UTC,10
2449,2,2,2022-06-24 16:28:19.000000 UTC,10
2529,1,2,2022-07-05 09:15:42.000000 UTC,10
2674,4,2,2022-08-05 16:57:48.000000 UTC,10
2688,1,2,2022-08-10 12:29:49.000000 UTC,10
2694,1,2,2022-08-11 13:33:15.000000 UTC,10
2905,1,2,2022-09-13 14:53:34.000000 UTC,10
3005,1,2,2022-09-26 10:15:18.000000 UTC,10
3191,4,2,2022-10-18 11:54:49.000000 UTC,10
3313,1,2,2022-11-08 09:07:49.000000 UTC,10
3354,1,2,2022-11-23 13:35:33.000000 UTC,10
94,1,2,2020-12-24 11:56:10.000000 UTC,15
240,1,2,2021-02-02 16:50:29.000000 UTC,15
248,1,2,2021-02-04 09:08:19.000000 UTC,15
276,1,2,2021-02-17 12:51:59.000000 UTC,15
323,1,2,2021-03-02 16:07:29.000000 UTC,15
342,1,2,2021-03-05 10:18:56.000000 UTC,15
379,4,2,2021-03-16 10:33:37.000000 UTC,15
493,2,2,2021-04-15 13:33:21.000000 UTC,15
514,4,2,2021-04-27 11:21:57.000000 UTC,15
602,1,2,2021-05-14 16:12:19.000000 UTC,15
632,3,2,2021-05-28 16:37:30.000000 UTC,15
668,1,2,2021-06-04 09:12:32.000000 UTC,15
769,4,2,2021-07-01 13:29:15.000000 UTC,15
896,1,2,2021-08-04 13:25:55.000000 UTC,15
905,4,2,2021-08-06 11:31:42.000000 UTC,15
988,1,2,2021-09-01 10:12:14.000000 UTC,15
1017,1,2,2021-09-06 09:10:47.000000 UTC,15
1655,1,2,2022-01-28 13:55:04.000000 UTC,15
1745,1,2,2022-02-28 09:19:07.000000 UTC,15
1812,1,2,2022-03-07 13:47:21.000000 UTC,15
1819,1,2,2022-03-08 10:07:33.000000 UTC,15
1963,4,2,2022-03-30 10:19:27.000000 UTC,15
1985,4,2,2022-04-01 09:44:22.000000 UTC,15
1998,2,2,2022-04-01 17:41:22.000000 UTC,15
2087,1,2,2022-04-29 10:51:04.000000 UTC,15
2106,3,2,2022-05-02 17:35:59.000000 UTC,15
2108,5,2,2022-05-02 17:57:56.000000 UTC,15
2196,4,2,2022-05-26 13:03:46.000000 UTC,15
2358,3,2,2022-06-10 09:41:38.000000 UTC,15
2400,1,2,2022-06-20 14:17:21.000000 UTC,15
2504,1,2,2022-07-01 12:18:10.000000 UTC,15
2561,1,2,2022-07-14 16:56:25.000000 UTC,15
2566,3,2,2022-07-18 14:50:01.000000 UTC,15
2608,3,2,2022-07-28 13:54:08.000000 UTC,15
2629,1,2,2022-08-01 13:01:57.000000 UTC,15
2666,2,2,2022-08-04 16:48:47.000000 UTC,15
2683,1,2,2022-08-09 09:00:09.000000 UTC,15
2693,4,2,2022-08-11 10:55:00.000000 UTC,15
2731,4,2,2022-08-26 11:02:37.000000 UTC,15
2773,1,2,2022-08-31 12:02:04.000000 UTC,15
2914,2,2,2022-09-14 13:27:00.000000 UTC,15
3025,4,2,2022-09-26 16:31:53.000000 UTC,15
3173,1,2,2022-10-12 12:00:08.000000 UTC,15
3239,1,2,2022-10-27 16:01:16.000000 UTC,15
3287,1,2,2022-11-02 10:50:01.000000 UTC,15
3395,1,2,2022-12-02 17:28:52.000000 UTC,15
270,5,2,2021-02-12 09:30:30.000000 UTC,275
302,5,2,2021-02-26 10:17:21.000000 UTC,275
1542,4,2,2021-12-31 16:53:27.000000 UTC,275
2590,5,2,2022-07-25 15:00:32.000000 UTC,275
71,4,2,2020-12-16 09:48:00.000000 UTC,20
130,2,2,2021-01-01 15:29:05.000000 UTC,20
213,4,2,2021-01-26 10:28:53.000000 UTC,20
228,1,2,2021-01-29 14:29:23.000000 UTC,20
250,1,2,2021-02-04 12:45:15.000000 UTC,20
268,1,2,2021-02-11 09:10:27.000000 UTC,20
433,1,2,2021-04-01 11:13:41.000000 UTC,20
454,4,2,2021-04-05 11:06:10.000000 UTC,20
481,1,2,2021-04-09 09:22:47.000000 UTC,20
488,1,2,2021-04-12 09:30:08.000000 UTC,20
584,1,2,2021-05-07 11:54:20.000000 UTC,20
667,1,2,2021-06-04 09:01:59.000000 UTC,20
757,1,2,2021-06-29 10:32:22.000000 UTC,20
835,1,2,2021-07-15 09:57:41.000000 UTC,20
836,5,2,2021-07-15 14:24:32.000000 UTC,20
839,1,2,2021-07-20 16:12:15.000000 UTC,20
1142,2,2,2021-10-05 09:44:19.000000 UTC,20
1159,1,2,2021-10-07 14:25:12.000000 UTC,20
1169,1,2,2021-10-12 16:20:53.000000 UTC,20
1313,1,2,2021-11-30 09:02:43.000000 UTC,20
1364,4,2,2021-12-03 17:46:01.000000 UTC,20
1398,4,2,2021-12-09 09:25:52.000000 UTC,20
1515,2,2,2021-12-29 17:27:30.000000 UTC,20
1643,3,2,2022-01-26 17:12:15.000000 UTC,20
1825,1,2,2022-03-08 16:26:38.000000 UTC,20
1840,1,2,2022-03-10 10:48:55.000000 UTC,20
1844,2,2,2022-03-10 16:51:09.000000 UTC,20
1892,4,2,2022-03-23 09:20:33.000000 UTC,20
1990,2,2,2022-04-01 13:24:41.000000 UTC,20
1993,2,2,2022-04-01 14:53:02.000000 UTC,20
2007,1,2,2022-04-04 17:45:55.000000 UTC,20
2115,4,2,2022-05-04 09:36:54.000000 UTC,20
2117,1,2,2022-05-04 09:51:34.000000 UTC,20
2150,1,2,2022-05-10 16:10:37.000000 UTC,20
2151,3,2,2022-05-11 10:44:23.000000 UTC,20
2239,2,2,2022-05-31 10:55:09.000000 UTC,20
2390,4,2,2022-06-17 09:30:04.000000 UTC,20
2472,4,2,2022-06-28 14:52:11.000000 UTC,20
2522,1,2,2022-07-04 14:32:35.000000 UTC,20
2524,2,2,2022-07-04 16:20:54.000000 UTC,20
2527,1,2,2022-07-04 17:48:17.000000 UTC,20
2746,1,2,2022-08-29 13:20:12.000000 UTC,20
2827,1,2,2022-09-02 17:23:22.000000 UTC,20
2869,1,2,2022-09-07 14:40:30.000000 UTC,20
3022,5,2,2022-09-26 15:44:13.000000 UTC,20
3052,2,2,2022-09-28 11:02:14.000000 UTC,20
3110,4,2,2022-10-03 10:58:46.000000 UTC,20
3139,4,2,2022-10-05 13:06:34.000000 UTC,20
3365,1,2,2022-11-25 11:55:40.000000 UTC,20
3379,4,2,2022-11-29 13:44:08.000000 UTC,20
24,4,2,2020-12-04 11:01:40.000000 UTC,25
36,1,2,2020-12-07 11:19:48.000000 UTC,25
63,3,2,2020-12-11 13:47:41.000000 UTC,25
238,4,2,2021-02-02 13:52:41.000000 UTC,25
319,1,2,2021-03-02 09:29:01.000000 UTC,25
328,4,2,2021-03-03 14:50:06.000000 UTC,25
393,1,2,2021-03-23 09:19:08.000000 UTC,25
496,1,2,2021-04-19 09:09:48.000000 UTC,25
532,1,2,2021-04-29 13:18:17.000000 UTC,25
533,1,2,2021-04-29 16:50:00.000000 UTC,25
578,1,2,2021-05-06 12:14:32.000000 UTC,25
617,1,2,2021-05-24 10:44:08.000000 UTC,25
619,1,2,2021-05-24 11:44:34.000000 UTC,25
634,1,2,2021-05-28 17:52:09.000000 UTC,25
638,1,2,2021-05-31 10:20:01.000000 UTC,25
642,1,2,2021-05-31 16:06:18.000000 UTC,25
687,1,2,2021-06-07 15:24:10.000000 UTC,25
708,1,2,2021-06-14 12:02:56.000000 UTC,25
909,2,2,2021-08-06 17:01:08.000000 UTC,25
1001,1,2,2021-09-02 14:11:03.000000 UTC,25
1050,4,2,2021-09-13 17:48:54.000000 UTC,25
1117,4,2,2021-09-30 13:51:03.000000 UTC,25
1152,1,2,2021-10-06 14:43:19.000000 UTC,25
1181,1,2,2021-10-20 12:46:32.000000 UTC,25
1276,1,2,2021-11-17 15:45:11.000000 UTC,25
1444,1,2,2021-12-20 13:00:07.000000 UTC,25
1446,4,2,2021-12-21 09:42:48.000000 UTC,25
1531,3,2,2021-12-31 10:33:18.000000 UTC,25
1546,4,2,2022-01-03 09:41:12.000000 UTC,25
1552,3,2,2022-01-03 11:29:44.000000 UTC,25
1586,1,2,2022-01-06 17:42:43.000000 UTC,25
1732,1,2,2022-02-24 14:37:30.000000 UTC,25
1848,4,2,2022-03-11 12:18:32.000000 UTC,25
2000,1,2,2022-04-01 17:53:25.000000 UTC,25
2204,1,2,2022-05-27 10:33:30.000000 UTC,25
2285,1,2,2022-06-03 10:11:32.000000 UTC,25
2345,1,2,2022-06-08 15:59:35.000000 UTC,25
2352,1,2,2022-06-09 10:39:24.000000 UTC,25
2444,1,2,2022-06-24 13:19:10.000000 UTC,25
2490,4,2,2022-06-29 16:36:18.000000 UTC,25
2511,4,2,2022-07-01 14:59:06.000000 UTC,25
2521,4,2,2022-07-04 14:22:06.000000 UTC,25
2526,1,2,2022-07-04 17:35:11.000000 UTC,25
2556,1,2,2022-07-12 17:21:59.000000 UTC,25
2570,4,2,2022-07-19 13:27:50.000000 UTC,25
2585,4,2,2022-07-22 17:10:52.000000 UTC,25
2751,4,2,2022-08-30 09:17:31.000000 UTC,25
2871,1,2,2022-09-07 16:20:07.000000 UTC,25
2918,5,2,2022-09-14 17:59:16.000000 UTC,25
2929,1,2,2022-09-16 16:20:24.000000 UTC,25
3031,3,2,2022-09-26 17:30:11.000000 UTC,25
3063,1,2,2022-09-28 16:00:25.000000 UTC,25
3085,3,2,2022-09-30 09:53:47.000000 UTC,25
3171,3,2,2022-10-12 09:43:17.000000 UTC,25
3256,1,2,2022-10-31 09:16:32.000000 UTC,25
3298,2,2,2022-11-03 12:35:29.000000 UTC,25
3383,1,2,2022-11-30 09:38:08.000000 UTC,25
103,1,2,2020-12-29 13:54:39.000000 UTC,30
141,4,2,2021-01-04 15:23:00.000000 UTC,30
262,1,2,2021-02-08 14:25:53.000000 UTC,30
309,1,2,2021-03-01 09:58:00.000000 UTC,30
352,1,2,2021-03-08 11:10:15.000000 UTC,30
385,1,2,2021-03-19 10:45:52.000000 UTC,30
388,4,2,2021-03-19 14:06:34.000000 UTC,30
477,1,2,2021-04-08 15:33:44.000000 UTC,30
498,1,2,2021-04-19 10:39:00.000000 UTC,30
647,3,2,2021-06-01 10:09:27.000000 UTC,30
700,1,2,2021-06-09 17:51:47.000000 UTC,30
828,1,2,2021-07-13 10:45:03.000000 UTC,30
865,1,2,2021-07-28 14:40:37.000000 UTC,30
936,4,2,2021-08-20 11:55:48.000000 UTC,30
950,1,2,2021-08-25 14:03:03.000000 UTC,30
978,1,2,2021-08-31 09:39:51.000000 UTC,30
997,3,2,2021-09-02 09:05:57.000000 UTC,30
998,3,2,2021-09-02 09:08:50.000000 UTC,30
1049,1,2,2021-09-13 16:17:55.000000 UTC,30
1100,1,2,2021-09-28 16:40:09.000000 UTC,30
1439,1,2,2021-12-17 14:10:55.000000 UTC,30
1561,1,2,2022-01-04 12:15:40.000000 UTC,30
1567,5,2,2022-01-05 11:08:05.000000 UTC,30
1578,4,2,2022-01-06 10:47:45.000000 UTC,30
1670,4,2,2022-02-02 13:12:22.000000 UTC,30
1702,1,2,2022-02-16 16:43:41.000000 UTC,30
1753,2,2,2022-02-28 13:30:27.000000 UTC,30
1879,1,2,2022-03-21 11:07:02.000000 UTC,30
2059,1,2,2022-04-25 09:04:42.000000 UTC,30
2164,3,2,2022-05-18 14:35:56.000000 UTC,30
2254,1,2,2022-06-01 10:08:54.000000 UTC,30
2324,1,2,2022-06-07 09:02:13.000000 UTC,30
2353,1,2,2022-06-09 11:50:51.000000 UTC,30
2371,4,2,2022-06-14 16:33:24.000000 UTC,30
2406,2,2,2022-06-21 14:24:04.000000 UTC,30
2424,4,2,2022-06-23 10:58:22.000000 UTC,30
2552,3,2,2022-07-11 14:33:55.000000 UTC,30
2639,4,2,2022-08-02 14:38:32.000000 UTC,30
2812,1,2,2022-09-02 10:47:57.000000 UTC,30
2815,2,2,2022-09-02 12:11:07.000000 UTC,30
2840,1,2,2022-09-05 15:07:16.000000 UTC,30
2883,1,2,2022-09-09 09:09:03.000000 UTC,30
2941,5,2,2022-09-19 16:18:29.000000 UTC,30
3080,1,2,2022-09-29 16:33:16.000000 UTC,30
3165,3,2,2022-10-10 12:16:40.000000 UTC,30
3179,4,2,2022-10-13 10:09:05.000000 UTC,30
3182,4,2,2022-10-14 10:13:25.000000 UTC,30
3270,1,2,2022-10-31 15:19:46.000000 UTC,30
3299,4,2,2022-11-03 14:15:22.000000 UTC,30
3331,3,2,2022-11-16 12:02:55.000000 UTC,30
96,1,2,2020-12-24 17:21:10.000000 UTC,35
114,4,2,2020-12-30 14:55:11.000000 UTC,35
153,2,2,2021-01-05 17:46:56.000000 UTC,35
154,4,2,2021-01-06 09:02:54.000000 UTC,35
181,1,2,2021-01-12 11:07:32.000000 UTC,35
195,1,2,2021-01-19 17:42:05.000000 UTC,35
241,1,2,2021-02-02 17:36:19.000000 UTC,35
377,1,2,2021-03-12 17:47:17.000000 UTC,35
443,1,2,2021-04-02 09:17:28.000000 UTC,35
580,2,2,2021-05-06 15:36:28.000000 UTC,35
583,2,2,2021-05-07 10:57:43.000000 UTC,35
641,1,2,2021-05-31 15:26:09.000000 UTC,35
729,1,2,2021-06-23 13:11:03.000000 UTC,35
775,1,2,2021-07-01 17:19:06.000000 UTC,35
870,4,2,2021-07-30 15:01:54.000000 UTC,35
891,4,2,2021-08-03 17:31:38.000000 UTC,35
908,4,2,2021-08-06 16:53:22.000000 UTC,35
912,3,2,2021-08-09 11:35:50.000000 UTC,35
930,1,2,2021-08-17 16:11:10.000000 UTC,35
984,4,2,2021-08-31 12:56:13.000000 UTC,35
1007,4,2,2021-09-03 11:39:24.000000 UTC,35
1016,1,2,2021-09-06 09:02:19.000000 UTC,35
1032,1,2,2021-09-08 10:55:16.000000 UTC,35
1070,4,2,2021-09-22 10:38:11.000000 UTC,35
1093,2,2,2021-09-28 11:09:50.000000 UTC,35
1255,1,2,2021-11-09 10:27:40.000000 UTC,35
1328,1,2,2021-11-30 17:48:31.000000 UTC,35
1330,1,2,2021-12-01 09:26:27.000000 UTC,35
1419,5,2,2021-12-14 10:42:20.000000 UTC,35
1663,1,2,2022-01-31 16:10:24.000000 UTC,35
1669,1,2,2022-02-02 12:56:29.000000 UTC,35
1684,1,2,2022-02-07 14:30:29.000000 UTC,35
1708,4,2,2022-02-18 15:10:43.000000 UTC,35
1849,1,2,2022-03-11 13:12:31.000000 UTC,35
1912,4,2,2022-03-24 10:30:33.000000 UTC,35
1976,1,2,2022-03-31 12:07:49.000000 UTC,35
2123,1,2,2022-05-04 14:43:58.000000 UTC,35
2134,4,2,2022-05-05 17:04:36.000000 UTC,35
2141,4,2,2022-05-09 09:42:18.000000 UTC,35
2145,1,2,2022-05-09 15:24:59.000000 UTC,35
2256,4,2,2022-06-01 10:33:17.000000 UTC,35
2335,1,2,2022-06-08 09:31:20.000000 UTC,35
2403,3,2,2022-06-20 16:55:03.000000 UTC,35
2487,1,2,2022-06-29 14:14:59.000000 UTC,35
2641,3,2,2022-08-02 15:10:11.000000 UTC,35
2699,4,2,2022-08-12 10:35:08.000000 UTC,35
2853,3,2,2022-09-06 11:24:03.000000 UTC,35
2876,1,2,2022-09-08 11:15:26.000000 UTC,35
3118,1,2,2022-10-04 09:11:14.000000 UTC,35
3122,2,2,2022-10-04 14:22:18.000000 UTC,35
3228,1,2,2022-10-26 15:15:05.000000 UTC,35
3246,1,2,2022-10-28 15:42:30.000000 UTC,35
3267,4,2,2022-10-31 12:54:13.000000 UTC,35
3342,3,2,2022-11-21 13:48:16.000000 UTC,35
39,3,2,2020-12-07 16:32:06.000000 UTC,40
123,4,2,2021-01-01 10:31:07.000000 UTC,40
216,1,2,2021-01-28 12:22:16.000000 UTC,40
233,1,2,2021-02-01 16:03:20.000000 UTC,40
255,1,2,2021-02-05 10:27:52.000000 UTC,40
295,1,2,2021-02-25 10:16:30.000000 UTC,40
307,4,2,2021-02-26 16:11:33.000000 UTC,40
394,1,2,2021-03-23 12:20:11.000000 UTC,40
449,1,2,2021-04-02 14:07:06.000000 UTC,40
503,3,2,2021-04-21 16:21:34.000000 UTC,40
522,1,2,2021-04-28 12:54:01.000000 UTC,40
534,1,2,2021-04-30 09:08:20.000000 UTC,40
703,1,2,2021-06-11 11:31:37.000000 UTC,40
785,4,2,2021-07-02 16:55:08.000000 UTC,40
803,1,2,2021-07-06 10:52:09.000000 UTC,40
851,4,2,2021-07-26 11:30:42.000000 UTC,40
883,4,2,2021-08-03 10:12:58.000000 UTC,40
935,1,2,2021-08-20 10:02:11.000000 UTC,40
956,1,2,2021-08-26 16:08:20.000000 UTC,40
1133,4,2,2021-10-01 17:14:58.000000 UTC,40
1283,5,2,2021-11-22 11:29:41.000000 UTC,40
1294,2,2,2021-11-25 16:20:55.000000 UTC,40
1482,3,2,2021-12-27 11:35:17.000000 UTC,40
1560,1,2,2022-01-04 10:57:40.000000 UTC,40
1828,3,2,2022-03-09 10:47:26.000000 UTC,40
1830,2,2,2022-03-09 12:04:24.000000 UTC,40
1858,1,2,2022-03-15 10:28:51.000000 UTC,40
1960,1,2,2022-03-30 09:04:48.000000 UTC,40
2060,1,2,2022-04-25 09:51:53.000000 UTC,40
2147,1,2,2022-05-09 17:47:34.000000 UTC,40
2154,1,2,2022-05-12 12:37:52.000000 UTC,40
2192,1,2,2022-05-25 12:40:29.000000 UTC,40
2341,5,2,2022-06-08 11:31:28.000000 UTC,40
2507,4,2,2022-07-01 13:05:28.000000 UTC,40
2537,4,2,2022-07-06 14:31:27.000000 UTC,40
2545,4,2,2022-07-07 17:50:08.000000 UTC,40
2551,1,2,2022-07-11 10:51:31.000000 UTC,40
2564,1,2,2022-07-15 17:56:05.000000 UTC,40
2571,5,2,2022-07-19 16:44:57.000000 UTC,40
2593,1,2,2022-07-26 09:40:09.000000 UTC,40
2655,5,2,2022-08-03 16:03:29.000000 UTC,40
2665,1,2,2022-08-04 12:58:51.000000 UTC,40
2687,5,2,2022-08-10 11:27:16.000000 UTC,40
2783,2,2,2022-08-31 16:35:51.000000 UTC,40
2873,1,2,2022-09-07 17:20:40.000000 UTC,40
2913,1,2,2022-09-14 12:53:43.000000 UTC,40
3064,1,2,2022-09-28 16:22:17.000000 UTC,40
3293,4,2,2022-11-02 14:48:27.000000 UTC,40
3297,1,2,2022-11-03 11:46:54.000000 UTC,40
3310,1,2,2022-11-07 13:19:35.000000 UTC,40
3362,1,2,2022-11-25 10:14:00.000000 UTC,40
637,2,2,2021-05-31 09:52:56.000000 UTC,300
1544,5,2,2021-12-31 17:38:53.000000 UTC,300
2368,5,2,2022-06-13 13:21:31.000000 UTC,300
2,2,2,2020-11-26 09:04:53.000000 UTC,45
23,3,2,2020-12-04 10:32:42.000000 UTC,45
33,5,2,2020-12-07 09:37:27.000000 UTC,45
76,3,2,2020-12-17 17:02:57.000000 UTC,45
78,5,2,2020-12-18 16:18:04.000000 UTC,45
139,3,2,2021-01-04 14:48:14.000000 UTC,45
164,1,2,2021-01-07 10:39:02.000000 UTC,45
271,1,2,2021-02-12 10:16:58.000000 UTC,45
280,1,2,2021-02-19 09:20:52.000000 UTC,45
334,1,2,2021-03-04 10:39:55.000000 UTC,45
360,1,2,2021-03-09 12:27:35.000000 UTC,45
506,4,2,2021-04-22 14:40:01.000000 UTC,45
553,4,2,2021-05-03 15:00:35.000000 UTC,45
589,5,2,2021-05-10 09:17:33.000000 UTC,45
871,1,2,2021-07-30 17:25:09.000000 UTC,45
963,1,2,2021-08-27 16:37:43.000000 UTC,45
1021,1,2,2021-09-06 12:47:53.000000 UTC,45
1043,1,2,2021-09-10 09:43:03.000000 UTC,45
1134,5,2,2021-10-01 17:22:37.000000 UTC,45
1139,4,2,2021-10-04 10:50:28.000000 UTC,45
1157,1,2,2021-10-07 11:23:06.000000 UTC,45
1174,5,2,2021-10-14 10:15:31.000000 UTC,45
1217,1,2,2021-11-01 16:40:45.000000 UTC,45
1237,1,2,2021-11-04 16:03:34.000000 UTC,45
1240,1,2,2021-11-04 17:13:24.000000 UTC,45
1298,1,2,2021-11-26 10:58:29.000000 UTC,45
1343,2,2,2021-12-01 17:10:02.000000 UTC,45
1406,1,2,2021-12-10 09:27:54.000000 UTC,45
1424,4,2,2021-12-15 09:17:35.000000 UTC,45
1433,1,2,2021-12-16 10:37:08.000000 UTC,45
1486,3,2,2021-12-27 12:22:47.000000 UTC,45
1506,1,2,2021-12-29 12:17:47.000000 UTC,45
1794,1,2,2022-03-04 09:04:08.000000 UTC,45
2006,1,2,2022-04-04 17:13:17.000000 UTC,45
2149,1,2,2022-05-10 11:08:26.000000 UTC,45
2451,2,2,2022-06-24 17:54:03.000000 UTC,45
2517,4,2,2022-07-04 09:39:11.000000 UTC,45
2592,5,2,2022-07-25 17:06:54.000000 UTC,45
2630,5,2,2022-08-01 14:04:47.000000 UTC,45
2656,1,2,2022-08-03 17:15:05.000000 UTC,45
2709,1,2,2022-08-17 09:24:55.000000 UTC,45
2764,4,2,2022-08-30 15:38:06.000000 UTC,45
2858,1,2,2022-09-06 15:03:51.000000 UTC,45
3120,1,2,2022-10-04 11:30:14.000000 UTC,45
3162,4,2,2022-10-07 17:57:47.000000 UTC,45
3205,1,2,2022-10-20 15:03:15.000000 UTC,45
3211,3,2,2022-10-21 13:12:59.000000 UTC,45
3325,3,2,2022-11-11 16:11:15.000000 UTC,45
3391,5,2,2022-12-01 17:07:41.000000 UTC,45
3396,2,2,2022-12-06 14:13:16.000000 UTC,45
119,1,2,2020-12-31 15:51:38.000000 UTC,50
140,1,2,2021-01-04 15:20:07.000000 UTC,50
209,1,2,2021-01-25 17:37:45.000000 UTC,50
225,4,2,2021-01-29 13:04:10.000000 UTC,50
242,1,2,2021-02-03 11:30:58.000000 UTC,50
366,1,2,2021-03-10 09:40:29.000000 UTC,50
401,4,2,2021-03-25 10:24:53.000000 UTC,50
446,1,2,2021-04-02 10:30:34.000000 UTC,50
563,1,2,2021-05-04 12:44:57.000000 UTC,50
660,2,2,2021-06-03 09:58:01.000000 UTC,50
680,4,2,2021-06-04 16:03:29.000000 UTC,50
800,4,2,2021-07-05 16:27:12.000000 UTC,50
830,1,2,2021-07-13 15:12:13.000000 UTC,50
841,2,2,2021-07-21 14:41:17.000000 UTC,50
897,2,2,2021-08-04 14:46:19.000000 UTC,50
927,2,2,2021-08-13 17:18:51.000000 UTC,50
970,4,2,2021-08-30 14:54:18.000000 UTC,50
971,5,2,2021-08-30 15:37:00.000000 UTC,50
1106,1,2,2021-09-29 13:29:32.000000 UTC,50
1119,3,2,2021-09-30 15:47:35.000000 UTC,50
1188,1,2,2021-10-22 11:09:13.000000 UTC,50
1193,1,2,2021-10-25 15:08:30.000000 UTC,50
1200,3,2,2021-10-28 10:04:47.000000 UTC,50
1248,4,2,2021-11-05 16:57:36.000000 UTC,50
1263,1,2,2021-11-11 15:31:53.000000 UTC,50
1339,1,2,2021-12-01 15:18:11.000000 UTC,50
1370,1,2,2021-12-06 12:14:48.000000 UTC,50
1508,4,2,2021-12-29 13:02:10.000000 UTC,50
1583,1,2,2022-01-06 17:19:35.000000 UTC,50
1597,1,2,2022-01-10 10:24:02.000000 UTC,50
1835,3,2,2022-03-09 14:34:49.000000 UTC,50
2020,4,2,2022-04-06 10:55:45.000000 UTC,50
2032,3,2,2022-04-08 15:32:07.000000 UTC,50
2099,4,2,2022-04-29 16:47:59.000000 UTC,50
2221,5,2,2022-05-30 10:57:12.000000 UTC,50
2264,3,2,2022-06-01 15:40:53.000000 UTC,50
2299,1,2,2022-06-03 16:57:23.000000 UTC,50
2306,2,2,2022-06-06 09:41:54.000000 UTC,50
2486,1,2,2022-06-29 13:43:57.000000 UTC,50
2499,1,2,2022-06-30 17:11:56.000000 UTC,50
2502,4,2,2022-07-01 10:39:47.000000 UTC,50
2546,4,2,2022-07-08 09:46:58.000000 UTC,50
2567,3,2,2022-07-19 09:39:27.000000 UTC,50
2915,1,2,2022-09-14 15:18:23.000000 UTC,50
2998,1,2,2022-09-23 17:33:12.000000 UTC,50
3104,1,2,2022-09-30 17:19:01.000000 UTC,50
3125,5,2,2022-10-04 15:47:49.000000 UTC,50
3160,4,2,2022-10-07 13:08:22.000000 UTC,50
3181,2,2,2022-10-13 16:00:03.000000 UTC,50
3240,1,2,2022-10-27 16:23:41.000000 UTC,50
3255,1,2,2022-10-28 17:39:20.000000 UTC,50
3290,5,2,2022-11-02 11:46:07.000000 UTC,50
91,2,2,2020-12-23 16:25:55.000000 UTC,60
269,2,2,2021-02-11 09:25:28.000000 UTC,60
384,2,2,2021-03-19 10:41:39.000000 UTC,60
557,1,2,2021-05-03 16:56:24.000000 UTC,60
837,3,2,2021-07-16 16:40:25.000000 UTC,60
1251,5,2,2021-11-08 17:32:55.000000 UTC,60
1931,5,2,2022-03-25 13:22:34.000000 UTC,60
2110,3,2,2022-05-03 11:14:11.000000 UTC,60
2445,3,2,2022-06-24 13:33:36.000000 UTC,60
3069,3,2,2022-09-29 10:21:33.000000 UTC,60
110,3,2,2020-12-30 10:02:19.000000 UTC,325
2916,5,2,2022-09-14 15:19:13.000000 UTC,325
152,2,2,2021-01-05 17:45:33.000000 UTC,70
167,4,2,2021-01-07 11:19:29.000000 UTC,70
227,3,2,2021-01-29 13:43:25.000000 UTC,70
478,1,2,2021-04-08 15:43:13.000000 UTC,70
650,3,2,2021-06-01 15:04:00.000000 UTC,70
892,1,2,2021-08-04 10:32:05.000000 UTC,70
1333,2,2,2021-12-01 10:17:19.000000 UTC,70
2126,1,2,2022-05-04 17:54:33.000000 UTC,70
2286,1,2,2022-06-03 10:15:13.000000 UTC,70
2860,2,2,2022-09-06 17:04:56.000000 UTC,70
2878,2,2,2022-09-08 12:27:21.000000 UTC,70
3161,2,2,2022-10-07 17:25:17.000000 UTC,70
661,2,2,2021-06-03 12:03:16.000000 UTC,80
962,3,2,2021-08-27 16:19:23.000000 UTC,80
1404,3,2,2021-12-09 17:32:15.000000 UTC,80
1559,1,2,2022-01-04 10:07:08.000000 UTC,80
1565,1,2,2022-01-05 09:25:18.000000 UTC,80
1616,1,2,2022-01-18 15:19:19.000000 UTC,80
2648,5,2,2022-08-03 10:15:25.000000 UTC,80
2962,1,2,2022-09-21 14:25:26.000000 UTC,80
