funnel_id,leads_id,stage_id,TimeStamp,reason
6055,1294,101,2021-11-25 16:20:55.000000 UTC,
6056,1295,101,2021-11-25 17:48:56.000000 UTC,
6060,1296,101,2021-11-26 09:35:53.000000 UTC,
6062,1297,101,2021-11-26 10:28:35.000000 UTC,
6064,1298,101,2021-11-26 10:58:29.000000 UTC,
6065,1299,101,2021-11-26 11:13:31.000000 UTC,
6066,1300,101,2021-11-26 11:20:05.000000 UTC,
6067,1301,101,2021-11-26 11:29:20.000000 UTC,
6068,1302,101,2021-11-26 11:59:47.000000 UTC,
6078,1303,101,2021-11-26 16:43:16.000000 UTC,
6082,1304,101,2021-11-26 17:09:08.000000 UTC,
6084,1305,101,2021-11-29 09:37:53.000000 UTC,
6088,1306,101,2021-11-29 12:20:13.000000 UTC,
6090,1307,101,2021-11-29 12:57:36.000000 UTC,
6097,1308,101,2021-11-29 15:50:23.000000 UTC,
6098,1309,101,2021-11-29 16:00:02.000000 UTC,
6101,1310,101,2021-11-29 17:00:35.000000 UTC,
6102,1311,101,2021-11-29 17:11:25.000000 UTC,
6103,1312,101,2021-11-29 17:36:51.000000 UTC,
6105,1313,101,2021-11-30 09:02:43.000000 UTC,
6109,1314,101,2021-11-30 09:27:57.000000 UTC,
6110,1315,101,2021-11-30 09:39:36.000000 UTC,
6112,1316,101,2021-11-30 10:08:46.000000 UTC,
6115,1317,101,2021-11-30 11:53:34.000000 UTC,
6117,1318,101,2021-11-30 12:00:38.000000 UTC,
6119,1319,101,2021-11-30 12:11:59.000000 UTC,
6121,1320,101,2021-11-30 13:03:17.000000 UTC,
6127,1321,101,2021-11-30 15:07:10.000000 UTC,
6128,1322,101,2021-11-30 15:17:35.000000 UTC,
6129,1323,101,2021-11-30 15:37:45.000000 UTC,
6130,1324,101,2021-11-30 16:36:40.000000 UTC,
6131,1325,101,2021-11-30 16:58:38.000000 UTC,
6132,1326,101,2021-11-30 17:12:57.000000 UTC,
6133,1327,101,2021-11-30 17:19:29.000000 UTC,
6135,1328,101,2021-11-30 17:48:31.000000 UTC,
6139,1329,101,2021-12-01 09:19:44.000000 UTC,
6140,1330,101,2021-12-01 09:26:27.000000 UTC,
6141,1331,101,2021-12-01 09:30:40.000000 UTC,
6142,1332,101,2021-12-01 09:56:00.000000 UTC,
6143,1333,101,2021-12-01 10:17:19.000000 UTC,
6145,1334,101,2021-12-01 10:39:31.000000 UTC,
6146,1335,101,2021-12-01 11:35:47.000000 UTC,
6149,1336,101,2021-12-01 12:34:03.000000 UTC,
6154,1337,101,2021-12-01 15:11:45.000000 UTC,
6156,1338,101,2021-12-01 15:15:23.000000 UTC,
6157,1339,101,2021-12-01 15:18:11.000000 UTC,
6158,1340,101,2021-12-01 15:24:12.000000 UTC,
6159,1341,101,2021-12-01 16:01:36.000000 UTC,
6160,1342,101,2021-12-01 16:35:04.000000 UTC,
6161,1343,101,2021-12-01 17:10:02.000000 UTC,
6163,1344,101,2021-12-02 09:04:39.000000 UTC,
6165,1345,101,2021-12-02 09:35:04.000000 UTC,
6166,1346,101,2021-12-02 09:49:18.000000 UTC,
6171,1347,101,2021-12-02 12:20:03.000000 UTC,
6172,1348,101,2021-12-02 12:45:29.000000 UTC,
6174,1349,101,2021-12-02 12:59:13.000000 UTC,
6175,1350,101,2021-12-02 14:02:16.000000 UTC,
6176,1351,101,2021-12-02 14:28:54.000000 UTC,
6177,1352,101,2021-12-02 16:01:51.000000 UTC,
6178,1353,101,2021-12-02 17:59:55.000000 UTC,
6182,1354,101,2021-12-03 09:27:03.000000 UTC,
6184,1355,101,2021-12-03 09:39:37.000000 UTC,
6185,1356,101,2021-12-03 09:58:43.000000 UTC,
6186,1357,101,2021-12-03 10:04:07.000000 UTC,
6190,1358,101,2021-12-03 10:22:16.000000 UTC,
6201,1359,101,2021-12-03 14:13:26.000000 UTC,
6202,1360,101,2021-12-03 14:28:51.000000 UTC,
6205,1361,101,2021-12-03 15:09:18.000000 UTC,
6206,1362,101,2021-12-03 15:23:12.000000 UTC,
6208,1363,101,2021-12-03 15:46:48.000000 UTC,
6216,1364,101,2021-12-03 17:46:01.000000 UTC,
6217,1365,101,2021-12-03 17:50:50.000000 UTC,
6240,1366,101,2021-12-06 10:51:53.000000 UTC,
6244,1367,101,2021-12-06 11:29:20.000000 UTC,
6245,1368,101,2021-12-06 11:33:40.000000 UTC,
6246,1369,101,2021-12-06 11:33:40.000000 UTC,
6248,1370,101,2021-12-06 12:14:48.000000 UTC,
6258,1371,101,2021-12-06 13:39:10.000000 UTC,
6267,1372,101,2021-12-06 15:24:24.000000 UTC,
6268,1373,101,2021-12-06 16:45:01.000000 UTC,
6269,1374,101,2021-12-06 16:52:03.000000 UTC,
6276,1375,101,2021-12-07 09:26:35.000000 UTC,
6277,1376,101,2021-12-07 09:41:59.000000 UTC,
6283,1377,101,2021-12-07 10:20:29.000000 UTC,
6285,1378,101,2021-12-07 10:59:06.000000 UTC,
6286,1379,101,2021-12-07 11:04:14.000000 UTC,
6292,1380,101,2021-12-07 12:21:43.000000 UTC,
6297,1381,101,2021-12-07 13:03:07.000000 UTC,
6298,1382,101,2021-12-07 13:11:13.000000 UTC,
6300,1383,101,2021-12-07 14:13:27.000000 UTC,
6307,1384,101,2021-12-07 15:51:11.000000 UTC,
6311,1385,101,2021-12-07 17:05:11.000000 UTC,
6314,1386,101,2021-12-07 17:43:59.000000 UTC,
6315,1387,101,2021-12-07 17:45:50.000000 UTC,
6316,1388,101,2021-12-07 17:49:25.000000 UTC,
6319,1389,101,2021-12-08 09:21:25.000000 UTC,
6320,1390,101,2021-12-08 09:37:48.000000 UTC,
6324,1391,101,2021-12-08 10:32:22.000000 UTC,
6330,1392,101,2021-12-08 12:36:25.000000 UTC,
6331,1393,101,2021-12-08 12:58:45.000000 UTC,
6336,1394,101,2021-12-08 15:58:28.000000 UTC,
6337,1395,101,2021-12-08 16:05:35.000000 UTC,
6341,1396,101,2021-12-08 17:17:23.000000 UTC,
6343,1397,101,2021-12-08 17:28:36.000000 UTC,
6349,1398,101,2021-12-09 09:25:52.000000 UTC,
6352,1399,101,2021-12-09 10:10:10.000000 UTC,
6357,1400,101,2021-12-09 10:57:49.000000 UTC,
6363,1401,101,2021-12-09 13:14:13.000000 UTC,
6365,1402,101,2021-12-09 14:49:56.000000 UTC,
6372,1403,101,2021-12-09 16:08:50.000000 UTC,
6376,1404,101,2021-12-09 17:32:15.000000 UTC,
6381,1405,101,2021-12-10 09:18:00.000000 UTC,
6382,1406,101,2021-12-10 09:27:54.000000 UTC,
6387,1407,101,2021-12-10 10:33:09.000000 UTC,
6390,1408,101,2021-12-10 10:49:37.000000 UTC,
6395,1409,101,2021-12-10 11:38:27.000000 UTC,
6396,1410,101,2021-12-10 11:48:01.000000 UTC,
6412,1411,101,2021-12-10 14:35:49.000000 UTC,
6419,1412,101,2021-12-10 15:58:10.000000 UTC,
6456,1413,101,2021-12-13 14:57:00.000000 UTC,
6462,1414,101,2021-12-13 16:05:47.000000 UTC,
6468,1415,101,2021-12-13 16:38:26.000000 UTC,
6471,1416,101,2021-12-13 16:57:10.000000 UTC,
6485,1417,101,2021-12-14 10:05:11.000000 UTC,
6486,1418,101,2021-12-14 10:18:14.000000 UTC,
6487,1419,101,2021-12-14 10:42:20.000000 UTC,
6500,1420,101,2021-12-14 14:48:55.000000 UTC,
6507,1421,101,2021-12-14 16:07:01.000000 UTC,
6510,1422,101,2021-12-14 17:07:34.000000 UTC,
6513,1423,101,2021-12-14 17:48:28.000000 UTC,
6515,1424,101,2021-12-15 09:17:35.000000 UTC,
6517,1425,101,2021-12-15 09:22:41.000000 UTC,
6520,1426,101,2021-12-15 10:05:35.000000 UTC,
6521,1427,101,2021-12-15 10:18:01.000000 UTC,
6522,1428,101,2021-12-15 10:20:47.000000 UTC,
6529,1429,101,2021-12-15 12:07:46.000000 UTC,
6534,1430,101,2021-12-15 13:58:18.000000 UTC,
6542,1431,101,2021-12-15 16:45:05.000000 UTC,
6548,1432,101,2021-12-16 10:05:12.000000 UTC,
6550,1433,101,2021-12-16 10:37:08.000000 UTC,
6552,1434,101,2021-12-16 11:57:20.000000 UTC,
6562,1435,101,2021-12-16 16:22:54.000000 UTC,
6563,1436,101,2021-12-16 16:48:54.000000 UTC,
6576,1437,101,2021-12-17 10:11:18.000000 UTC,
6590,1438,101,2021-12-17 13:58:15.000000 UTC,
6591,1439,101,2021-12-17 14:10:55.000000 UTC,
6602,1440,101,2021-12-17 16:49:04.000000 UTC,
6615,1441,101,2021-12-20 10:15:56.000000 UTC,
6626,1442,101,2021-12-20 11:23:57.000000 UTC,
6630,1443,101,2021-12-20 12:59:31.000000 UTC,
6631,1444,101,2021-12-20 13:00:07.000000 UTC,
6648,1445,101,2021-12-20 17:10:51.000000 UTC,
6660,1446,101,2021-12-21 09:42:48.000000 UTC,
6668,1447,101,2021-12-21 10:43:50.000000 UTC,
6670,1448,101,2021-12-21 11:34:42.000000 UTC,
6671,1449,101,2021-12-21 11:39:34.000000 UTC,
6679,1450,101,2021-12-21 14:04:20.000000 UTC,
6685,1451,101,2021-12-21 15:32:11.000000 UTC,
6688,1452,101,2021-12-21 16:04:33.000000 UTC,
6693,1453,101,2021-12-21 16:46:06.000000 UTC,
6694,1454,101,2021-12-21 16:55:00.000000 UTC,
6695,1455,101,2021-12-21 17:23:28.000000 UTC,
6697,1456,101,2021-12-21 17:50:20.000000 UTC,
6699,1457,101,2021-12-22 09:19:28.000000 UTC,
6707,1458,101,2021-12-22 11:30:32.000000 UTC,
6713,1459,101,2021-12-22 13:16:06.000000 UTC,
6714,1460,101,2021-12-22 13:49:37.000000 UTC,
6719,1461,101,2021-12-22 16:04:56.000000 UTC,
6720,1462,101,2021-12-22 16:20:03.000000 UTC,
6721,1463,101,2021-12-22 16:34:22.000000 UTC,
6725,1464,101,2021-12-22 17:23:18.000000 UTC,
6730,1465,101,2021-12-23 09:55:31.000000 UTC,
6732,1466,101,2021-12-23 10:17:54.000000 UTC,
6739,1467,101,2021-12-23 11:42:11.000000 UTC,
6740,1468,101,2021-12-23 11:45:10.000000 UTC,
6743,1469,101,2021-12-23 13:34:26.000000 UTC,
6745,1470,101,2021-12-23 14:16:11.000000 UTC,
6747,1471,101,2021-12-23 16:16:42.000000 UTC,
6752,1472,101,2021-12-23 17:42:48.000000 UTC,
6760,1473,101,2021-12-24 10:31:39.000000 UTC,
6761,1474,101,2021-12-24 10:38:04.000000 UTC,
6773,1475,101,2021-12-24 14:46:00.000000 UTC,
6777,1476,101,2021-12-24 16:04:20.000000 UTC,
6778,1477,101,2021-12-24 16:23:46.000000 UTC,
6779,1478,101,2021-12-24 16:25:03.000000 UTC,
6787,1479,101,2021-12-24 17:04:16.000000 UTC,
6796,1480,101,2021-12-27 10:05:12.000000 UTC,
6798,1481,101,2021-12-27 10:16:40.000000 UTC,
6804,1482,101,2021-12-27 11:35:17.000000 UTC,
6805,1483,101,2021-12-27 11:38:48.000000 UTC,
6806,1484,101,2021-12-27 11:41:27.000000 UTC,
6810,1485,101,2021-12-27 12:09:43.000000 UTC,
6812,1486,101,2021-12-27 12:22:47.000000 UTC,
6813,1487,101,2021-12-27 12:26:44.000000 UTC,
6816,1488,101,2021-12-27 13:15:53.000000 UTC,
6825,1489,101,2021-12-27 15:09:04.000000 UTC,
6830,1490,101,2021-12-27 16:37:03.000000 UTC,
6836,1491,101,2021-12-27 17:30:59.000000 UTC,
6840,1492,101,2021-12-27 17:54:22.000000 UTC,
6843,1493,101,2021-12-28 09:19:27.000000 UTC,
6844,1494,101,2021-12-28 09:29:56.000000 UTC,
6849,1495,101,2021-12-28 10:54:45.000000 UTC,
6856,1496,101,2021-12-28 13:27:16.000000 UTC,
6858,1497,101,2021-12-28 13:54:41.000000 UTC,
6862,1498,101,2021-12-28 14:40:39.000000 UTC,
6863,1499,101,2021-12-28 14:46:46.000000 UTC,
6867,1500,101,2021-12-28 15:39:09.000000 UTC,
6873,1501,101,2021-12-28 16:37:58.000000 UTC,
6887,1502,101,2021-12-29 10:07:28.000000 UTC,
6888,1503,101,2021-12-29 10:25:07.000000 UTC,
6890,1504,101,2021-12-29 11:56:24.000000 UTC,
6892,1505,101,2021-12-29 12:17:22.000000 UTC,
6893,1506,101,2021-12-29 12:17:47.000000 UTC,
6895,1507,101,2021-12-29 12:56:46.000000 UTC,
6896,1508,101,2021-12-29 13:02:10.000000 UTC,
6900,1509,101,2021-12-29 14:41:16.000000 UTC,
6902,1510,101,2021-12-29 15:17:19.000000 UTC,
6903,1511,101,2021-12-29 15:57:34.000000 UTC,
6905,1512,101,2021-12-29 16:48:50.000000 UTC,
6909,1513,101,2021-12-29 17:12:02.000000 UTC,
6911,1514,101,2021-12-29 17:13:02.000000 UTC,
6914,1515,101,2021-12-29 17:27:30.000000 UTC,
6915,1516,101,2021-12-29 17:31:39.000000 UTC,
6917,1517,101,2021-12-30 09:36:47.000000 UTC,
6919,1518,101,2021-12-30 09:56:38.000000 UTC,
6922,1519,101,2021-12-30 11:33:54.000000 UTC,
6924,1520,101,2021-12-30 12:56:46.000000 UTC,
6929,1521,101,2021-12-30 15:23:14.000000 UTC,
6934,1522,101,2021-12-30 16:10:56.000000 UTC,
6936,1523,101,2021-12-30 16:41:24.000000 UTC,
6937,1524,101,2021-12-30 16:42:02.000000 UTC,
6938,1525,101,2021-12-30 17:07:47.000000 UTC,
6939,1526,101,2021-12-30 17:20:51.000000 UTC,
6940,1527,101,2021-12-30 17:45:27.000000 UTC,
6942,1528,101,2021-12-31 09:12:09.000000 UTC,
6943,1529,101,2021-12-31 09:26:34.000000 UTC,
6949,1530,101,2021-12-31 09:58:51.000000 UTC,
6951,1531,101,2021-12-31 10:33:18.000000 UTC,
6954,1532,101,2021-12-31 10:53:11.000000 UTC,
6958,1533,101,2021-12-31 10:58:34.000000 UTC,
6959,1534,101,2021-12-31 11:14:05.000000 UTC,
6970,1535,101,2021-12-31 12:58:34.000000 UTC,
6971,1536,101,2021-12-31 13:08:27.000000 UTC,
6975,1537,101,2021-12-31 13:56:56.000000 UTC,
6982,1538,101,2021-12-31 15:56:59.000000 UTC,
6983,1539,101,2021-12-31 16:05:04.000000 UTC,
6984,1540,101,2021-12-31 16:15:04.000000 UTC,
6987,1541,101,2021-12-31 16:40:08.000000 UTC,
6991,1542,101,2021-12-31 16:53:27.000000 UTC,
6994,1543,101,2021-12-31 17:05:32.000000 UTC,
6998,1544,101,2021-12-31 17:38:53.000000 UTC,
7006,1545,101,2022-01-03 09:39:20.000000 UTC,
7007,1546,101,2022-01-03 09:41:12.000000 UTC,
7010,1547,101,2022-01-03 09:58:27.000000 UTC,
7012,1548,101,2022-01-03 10:10:52.000000 UTC,
7013,1549,101,2022-01-03 10:18:34.000000 UTC,
7014,1550,101,2022-01-03 10:34:57.000000 UTC,
7021,1551,101,2022-01-03 11:22:51.000000 UTC,
7023,1552,101,2022-01-03 11:29:44.000000 UTC,
7027,1553,101,2022-01-03 11:58:27.000000 UTC,
7039,1554,101,2022-01-03 13:35:51.000000 UTC,
7047,1555,101,2022-01-03 14:57:51.000000 UTC,
7063,1556,101,2022-01-03 17:17:05.000000 UTC,
7071,1557,101,2022-01-04 09:09:40.000000 UTC,
7074,1558,101,2022-01-04 09:26:54.000000 UTC,
7081,1559,101,2022-01-04 10:07:08.000000 UTC,
7085,1560,101,2022-01-04 10:57:40.000000 UTC,
7090,1561,101,2022-01-04 12:15:40.000000 UTC,
7104,1562,101,2022-01-04 15:08:57.000000 UTC,
7106,1563,101,2022-01-04 15:41:03.000000 UTC,
7121,1564,101,2022-01-04 17:57:28.000000 UTC,
7127,1565,101,2022-01-05 09:25:18.000000 UTC,
7135,1566,101,2022-01-05 10:19:52.000000 UTC,
7139,1567,101,2022-01-05 11:08:05.000000 UTC,
7142,1568,101,2022-01-05 12:54:47.000000 UTC,
7143,1569,101,2022-01-05 12:57:57.000000 UTC,
7145,1570,101,2022-01-05 13:37:47.000000 UTC,
7148,1571,101,2022-01-05 13:53:04.000000 UTC,
7160,1572,101,2022-01-05 16:35:01.000000 UTC,
7161,1573,101,2022-01-05 16:41:47.000000 UTC,
7168,1574,101,2022-01-05 17:39:33.000000 UTC,
7170,1575,101,2022-01-06 09:03:23.000000 UTC,
7171,1576,101,2022-01-06 09:17:08.000000 UTC,
7178,1577,101,2022-01-06 10:10:53.000000 UTC,
7181,1578,101,2022-01-06 10:47:45.000000 UTC,
7182,1579,101,2022-01-06 10:55:13.000000 UTC,
7185,1580,101,2022-01-06 11:22:50.000000 UTC,
7195,1581,101,2022-01-06 15:28:29.000000 UTC,
7197,1582,101,2022-01-06 16:17:54.000000 UTC,
7202,1583,101,2022-01-06 17:19:35.000000 UTC,
7203,1584,101,2022-01-06 17:28:17.000000 UTC,
7204,1585,101,2022-01-06 17:36:21.000000 UTC,
7205,1586,101,2022-01-06 17:42:43.000000 UTC,
7208,1587,101,2022-01-07 09:28:33.000000 UTC,
7215,1588,101,2022-01-07 10:05:24.000000 UTC,
7223,1589,101,2022-01-07 11:08:57.000000 UTC,
7230,1590,101,2022-01-07 12:57:34.000000 UTC,
7231,1591,101,2022-01-07 13:01:32.000000 UTC,
7234,1592,101,2022-01-07 13:42:38.000000 UTC,
7249,1593,101,2022-01-07 16:31:55.000000 UTC,
7255,1594,101,2022-01-07 17:05:53.000000 UTC,
7260,1595,101,2022-01-07 17:46:14.000000 UTC,
7273,1596,101,2022-01-10 10:19:39.000000 UTC,
7275,1597,101,2022-01-10 10:24:02.000000 UTC,
7276,1598,101,2022-01-10 11:08:07.000000 UTC,
7319,1599,101,2022-01-11 09:54:47.000000 UTC,
7324,1600,101,2022-01-11 12:33:58.000000 UTC,
7331,1601,101,2022-01-11 13:36:49.000000 UTC,
7337,1602,101,2022-01-11 15:07:56.000000 UTC,
7354,1603,101,2022-01-12 09:13:57.000000 UTC,
7377,1604,101,2022-01-12 15:09:06.000000 UTC,
7384,1605,101,2022-01-12 17:23:15.000000 UTC,
7388,1606,101,2022-01-13 09:12:47.000000 UTC,
7398,1607,101,2022-01-13 14:08:35.000000 UTC,
7405,1608,101,2022-01-13 17:17:47.000000 UTC,
7411,1609,101,2022-01-14 09:46:34.000000 UTC,
7412,1610,101,2022-01-14 10:12:58.000000 UTC,
7449,1611,101,2022-01-17 10:33:19.000000 UTC,
7460,1612,101,2022-01-17 15:09:56.000000 UTC,
7488,1613,101,2022-01-18 11:51:44.000000 UTC,
7490,1614,101,2022-01-18 13:13:56.000000 UTC,
7491,1615,101,2022-01-18 13:26:08.000000 UTC,
7497,1616,101,2022-01-18 15:19:19.000000 UTC,
7514,1617,101,2022-01-19 10:38:42.000000 UTC,
7521,1618,101,2022-01-19 12:41:52.000000 UTC,
7523,1619,101,2022-01-19 12:50:19.000000 UTC,
7526,1620,101,2022-01-19 13:54:19.000000 UTC,
7531,1621,101,2022-01-19 16:27:47.000000 UTC,
7548,1622,101,2022-01-20 14:03:28.000000 UTC,
7558,1623,101,2022-01-21 10:53:44.000000 UTC,
7559,1624,101,2022-01-21 10:58:16.000000 UTC,
7568,1625,101,2022-01-21 13:01:17.000000 UTC,
7569,1626,101,2022-01-21 13:29:51.000000 UTC,
7579,1627,101,2022-01-21 16:32:57.000000 UTC,
7580,1628,101,2022-01-21 16:46:18.000000 UTC,
7585,1629,101,2022-01-24 09:21:46.000000 UTC,
7588,1630,101,2022-01-24 10:27:11.000000 UTC,
7597,1631,101,2022-01-24 13:52:57.000000 UTC,
7598,1632,101,2022-01-24 14:02:37.000000 UTC,
7608,1633,101,2022-01-24 17:07:23.000000 UTC,
7611,1634,101,2022-01-25 09:17:36.000000 UTC,
7619,1635,101,2022-01-25 11:19:09.000000 UTC,
7626,1636,101,2022-01-25 15:27:39.000000 UTC,
7627,1637,101,2022-01-25 15:29:39.000000 UTC,
7637,1638,101,2022-01-26 09:48:47.000000 UTC,
7640,1639,101,2022-01-26 10:40:37.000000 UTC,
7642,1640,101,2022-01-26 11:27:06.000000 UTC,
7648,1641,101,2022-01-26 14:45:37.000000 UTC,
7649,1642,101,2022-01-26 15:05:57.000000 UTC,
7657,1643,101,2022-01-26 17:12:15.000000 UTC,
7662,1644,101,2022-01-26 17:51:50.000000 UTC,
7664,1645,101,2022-01-27 09:38:16.000000 UTC,
7672,1646,101,2022-01-27 15:19:52.000000 UTC,
7673,1647,101,2022-01-27 15:35:55.000000 UTC,
7677,1648,101,2022-01-27 17:25:25.000000 UTC,
7678,1649,101,2022-01-27 17:37:53.000000 UTC,
7681,1650,101,2022-01-28 09:12:55.000000 UTC,
7684,1651,101,2022-01-28 10:13:02.000000 UTC,
7692,1652,101,2022-01-28 12:17:21.000000 UTC,
7694,1653,101,2022-01-28 12:21:31.000000 UTC,
7695,1654,101,2022-01-28 12:58:06.000000 UTC,
7700,1655,101,2022-01-28 13:55:04.000000 UTC,
7701,1656,101,2022-01-28 14:18:58.000000 UTC,
7707,1657,101,2022-01-28 16:45:58.000000 UTC,
7722,1658,101,2022-01-31 10:08:37.000000 UTC,
7726,1659,101,2022-01-31 10:46:27.000000 UTC,
7734,1660,101,2022-01-31 12:30:21.000000 UTC,
7739,1661,101,2022-01-31 13:53:54.000000 UTC,
7740,1662,101,2022-01-31 14:07:39.000000 UTC,
7749,1663,101,2022-01-31 16:10:24.000000 UTC,
7757,1664,101,2022-02-01 09:26:46.000000 UTC,
7760,1665,101,2022-02-01 10:09:53.000000 UTC,
7771,1666,101,2022-02-01 16:10:34.000000 UTC,
7777,1667,101,2022-02-01 17:27:09.000000 UTC,
7786,1668,101,2022-02-02 10:02:14.000000 UTC,
7791,1669,101,2022-02-02 12:56:29.000000 UTC,
7792,1670,101,2022-02-02 13:12:22.000000 UTC,
7793,1671,101,2022-02-02 13:59:01.000000 UTC,
7794,1672,101,2022-02-02 15:02:45.000000 UTC,
7795,1673,101,2022-02-02 15:39:30.000000 UTC,
7796,1674,101,2022-02-02 16:22:33.000000 UTC,
7800,1675,101,2022-02-02 16:56:54.000000 UTC,
7804,1676,101,2022-02-03 09:42:20.000000 UTC,
7807,1677,101,2022-02-03 12:24:13.000000 UTC,
7812,1678,101,2022-02-03 16:17:11.000000 UTC,
7814,1679,101,2022-02-03 17:33:54.000000 UTC,
7826,1680,101,2022-02-04 10:37:00.000000 UTC,
7831,1681,101,2022-02-04 12:13:11.000000 UTC,
7834,1682,101,2022-02-04 12:53:21.000000 UTC,
7848,1683,101,2022-02-04 17:31:26.000000 UTC,
7871,1684,101,2022-02-07 14:30:29.000000 UTC,
7874,1685,101,2022-02-07 15:32:41.000000 UTC,
7886,1686,101,2022-02-07 17:24:05.000000 UTC,
7924,1687,101,2022-02-09 16:32:18.000000 UTC,
7928,1688,101,2022-02-09 17:27:55.000000 UTC,
7929,1689,101,2022-02-10 09:08:50.000000 UTC,
7930,1690,101,2022-02-10 09:51:48.000000 UTC,
7933,1691,101,2022-02-10 12:41:06.000000 UTC,
7935,1692,101,2022-02-10 13:42:10.000000 UTC,
7943,1693,101,2022-02-11 10:07:37.000000 UTC,
7945,1694,101,2022-02-11 10:36:56.000000 UTC,
7947,1695,101,2022-02-11 12:22:06.000000 UTC,
7967,1696,101,2022-02-14 14:39:14.000000 UTC,
7976,1697,101,2022-02-14 17:14:26.000000 UTC,
7999,1698,101,2022-02-15 16:22:45.000000 UTC,
8005,1699,101,2022-02-16 09:40:54.000000 UTC,
8007,1700,101,2022-02-16 10:40:22.000000 UTC,
8014,1701,101,2022-02-16 16:13:38.000000 UTC,
8019,1702,101,2022-02-16 16:43:41.000000 UTC,
8022,1703,101,2022-02-16 17:49:57.000000 UTC,
8025,1704,101,2022-02-17 10:27:08.000000 UTC,
8028,1705,101,2022-02-17 14:50:06.000000 UTC,
8030,1706,101,2022-02-17 16:15:54.000000 UTC,
8039,1707,101,2022-02-18 10:50:06.000000 UTC,
8046,1708,101,2022-02-18 15:10:43.000000 UTC,
8051,1709,101,2022-02-21 09:28:05.000000 UTC,
8058,1710,101,2022-02-21 11:26:55.000000 UTC,
8059,1711,101,2022-02-21 11:59:08.000000 UTC,
8060,1712,101,2022-02-21 12:38:49.000000 UTC,
8066,1713,101,2022-02-21 16:55:26.000000 UTC,
8072,1714,101,2022-02-22 09:17:06.000000 UTC,
8075,1715,101,2022-02-22 10:30:22.000000 UTC,
8076,1716,101,2022-02-22 10:35:56.000000 UTC,
8087,1717,101,2022-02-22 15:05:37.000000 UTC,
8094,1718,101,2022-02-23 09:04:32.000000 UTC,
8095,1719,101,2022-02-23 09:37:25.000000 UTC,
8100,1720,101,2022-02-23 13:25:21.000000 UTC,
8101,1721,101,2022-02-23 14:18:18.000000 UTC,
8102,1722,101,2022-02-23 14:24:04.000000 UTC,
8104,1723,101,2022-02-23 16:16:42.000000 UTC,
8106,1724,101,2022-02-23 16:35:09.000000 UTC,
8107,1725,101,2022-02-23 16:40:47.000000 UTC,
8113,1726,101,2022-02-24 09:38:05.000000 UTC,
8115,1727,101,2022-02-24 10:08:29.000000 UTC,
8116,1728,101,2022-02-24 10:23:43.000000 UTC,
8117,1729,101,2022-02-24 10:30:15.000000 UTC,
8119,1730,101,2022-02-24 11:53:34.000000 UTC,
8120,1731,101,2022-02-24 12:22:01.000000 UTC,
8124,1732,101,2022-02-24 14:37:30.000000 UTC,
8126,1733,101,2022-02-24 16:09:59.000000 UTC,
8127,1734,101,2022-02-24 16:36:20.000000 UTC,
8128,1735,101,2022-02-24 17:12:04.000000 UTC,
8129,1736,101,2022-02-25 09:01:41.000000 UTC,
8133,1737,101,2022-02-25 10:43:07.000000 UTC,
8134,1738,101,2022-02-25 10:44:48.000000 UTC,
8143,1739,101,2022-02-25 14:19:06.000000 UTC,
8149,1740,101,2022-02-25 16:32:02.000000 UTC,
8150,1741,101,2022-02-25 16:51:05.000000 UTC,
8151,1742,101,2022-02-25 16:53:01.000000 UTC,
8153,1743,101,2022-02-25 17:54:04.000000 UTC,
8154,1744,101,2022-02-25 17:54:57.000000 UTC,
8156,1745,101,2022-02-28 09:19:07.000000 UTC,
8157,1746,101,2022-02-28 09:29:49.000000 UTC,
8158,1747,101,2022-02-28 09:50:07.000000 UTC,
8159,1748,101,2022-02-28 10:05:31.000000 UTC,
8162,1749,101,2022-02-28 10:48:03.000000 UTC,
8166,1750,101,2022-02-28 11:22:46.000000 UTC,
8168,1751,101,2022-02-28 11:48:07.000000 UTC,
8170,1752,101,2022-02-28 12:11:37.000000 UTC,
8172,1753,101,2022-02-28 13:30:27.000000 UTC,
8174,1754,101,2022-02-28 14:23:51.000000 UTC,
8175,1755,101,2022-02-28 14:45:37.000000 UTC,
8176,1756,101,2022-02-28 14:47:00.000000 UTC,
8178,1757,101,2022-02-28 14:59:04.000000 UTC,
8182,1758,101,2022-02-28 15:33:01.000000 UTC,
8185,1759,101,2022-02-28 16:21:45.000000 UTC,
8188,1760,101,2022-02-28 16:46:05.000000 UTC,
8191,1761,101,2022-02-28 17:17:21.000000 UTC,
8193,1762,101,2022-02-28 17:23:28.000000 UTC,
8194,1763,101,2022-02-28 17:41:18.000000 UTC,
8198,1764,101,2022-03-01 09:36:13.000000 UTC,
8199,1765,101,2022-03-01 09:44:18.000000 UTC,
8201,1766,101,2022-03-01 12:19:05.000000 UTC,
8204,1767,101,2022-03-01 13:19:44.000000 UTC,
8205,1768,101,2022-03-01 13:51:49.000000 UTC,
8208,1769,101,2022-03-01 14:37:53.000000 UTC,
8217,1770,101,2022-03-02 09:33:04.000000 UTC,
8219,1771,101,2022-03-02 09:51:05.000000 UTC,
8220,1772,101,2022-03-02 09:58:58.000000 UTC,
8221,1773,101,2022-03-02 10:02:00.000000 UTC,
8223,1774,101,2022-03-02 10:58:23.000000 UTC,
