contract_id,leads_id,date,subscription_type,number_of_employee,reten_flag,user_price
706,581,2022-06-07,Startup,200,1,20000
849,747,2022-07-30,Startup,200,1,20000
1066,2955,2022-10-27,Startup,200,0,20000
1055,3001,2022-10-26,Startup,225,0,20000
1647,3001,2023-10-26,Startup,225,1,20000
292,1084,2021-10-29,Startup,500,0,20000
19,27,2021-01-07,Startup,250,0,20000
1460,2197,2023-07-01,Startup,250,1,20000
748,2197,2022-07-01,Startup,250,0,20000
698,2071,2022-06-02,Enterprise,275,0,15000
105,380,2021-04-23,Enterprise,275,0,15000
774,2217,2022-07-06,Enterprise,275,0,15000
1749,3368,2023-12-27,Enterprise,275,1,15000
1549,2578,2023-08-26,Enterprise,275,1,15000
1124,1111,2022-11-04,Enterprise,275,1,15000
223,852,2021-08-23,Enterprise,275,0,15000
305,1111,2021-11-04,Enterprise,275,0,15000
1745,3355,2023-12-22,Enterprise,275,1,15000
506,270,2022-03-08,Enterprise,275,1,15000
1211,3368,2022-12-27,Enterprise,275,0,15000
1108,3024,2022-11-02,Enterprise,275,0,15000
874,2534,2022-08-08,Enterprise,275,0,15000
898,2578,2022-08-26,Enterprise,275,0,15000
67,270,2021-03-08,Enterprise,275,0,15000
1202,3355,2022-12-22,Enterprise,275,0,15000
1010,980,2022-10-07,Enterprise,275,1,15000
1182,3252,2022-12-05,Enterprise,275,0,15000
1535,2509,2023-08-03,Enterprise,275,1,15000
1729,3252,2023-12-05,Enterprise,275,1,15000
1538,2534,2023-08-08,Enterprise,275,1,15000
321,1189,2021-11-30,Enterprise,275,0,15000
888,852,2022-08-23,Enterprise,275,1,15000
1476,2217,2023-07-06,Enterprise,275,1,15000
907,2590,2022-08-31,Enterprise,275,0,15000
1165,1189,2022-11-30,Enterprise,275,1,15000
1175,3282,2022-12-01,Enterprise,275,0,15000
1433,2071,2023-06-02,Enterprise,275,1,15000
1687,3024,2023-11-02,Enterprise,275,1,15000
867,2509,2022-08-03,Enterprise,275,0,15000
1553,2590,2023-08-31,Enterprise,275,1,15000
830,2402,2022-07-27,Enterprise,300,0,15000
438,1564,2022-02-01,Enterprise,300,0,15000
1151,1196,2022-11-24,Enterprise,300,1,15000
1317,1634,2023-03-04,Enterprise,300,1,15000
1271,1447,2023-01-27,Enterprise,300,1,15000
236,893,2021-09-03,Enterprise,300,0,15000
905,2599,2022-08-31,Enterprise,300,0,15000
930,893,2022-09-03,Enterprise,300,1,15000
502,1634,2022-03-04,Enterprise,300,0,15000
1459,2255,2023-07-01,Enterprise,300,1,15000
1718,3229,2023-11-29,Enterprise,300,1,15000
1101,3077,2022-11-01,Enterprise,300,0,15000
1519,2402,2023-07-27,Enterprise,300,1,15000
315,1196,2021-11-24,Enterprise,300,0,15000
1680,3077,2023-11-01,Enterprise,300,1,15000
1095,3152,2022-10-31,Enterprise,300,0,15000
603,1887,2022-04-25,Enterprise,300,0,15000
790,2344,2022-07-08,Enterprise,300,0,15000
1163,3229,2022-11-29,Enterprise,300,0,15000
423,1447,2022-01-27,Enterprise,300,0,15000
889,848,2022-08-23,Enterprise,300,1,15000
750,2255,2022-07-01,Enterprise,300,0,15000
220,848,2021-08-23,Enterprise,300,0,15000
9,12,2021-01-04,Enterprise,325,0,15000
1708,3187,2023-11-22,Enterprise,325,1,15000
970,947,2022-10-01,Enterprise,325,1,15000
1629,2916,2023-10-18,Enterprise,325,1,15000
1631,2969,2023-10-19,Enterprise,325,1,15000
857,777,2022-08-02,Enterprise,325,1,15000
1147,3187,2022-11-22,Enterprise,325,0,15000
356,1345,2022-01-03,Enterprise,325,0,15000
1031,2969,2022-10-19,Enterprise,325,0,15000
363,12,2022-01-04,Enterprise,325,1,15000
1661,3000,2023-10-28,Enterprise,325,1,15000
202,777,2021-08-02,Enterprise,325,0,15000
358,1377,2022-01-03,Enterprise,325,0,15000
1232,1377,2023-01-03,Enterprise,325,1,15000
1072,3000,2022-10-28,Enterprise,325,0,15000
176,662,2021-07-05,Enterprise,325,0,15000
1322,1693,2023-03-22,Enterprise,325,1,15000
1028,2916,2022-10-18,Enterprise,325,0,15000
514,1693,2022-03-22,Enterprise,325,0,15000
255,947,2021-10-01,Enterprise,325,0,15000
763,662,2022-07-05,Enterprise,325,1,15000
1234,1345,2023-01-03,Enterprise,325,1,15000
260,973,2021-10-01,Enterprise,350,0,15000
641,431,2022-05-04,Enterprise,350,1,15000
660,482,2022-05-13,Enterprise,350,1,15000
120,431,2021-05-04,Enterprise,350,0,15000
542,286,2022-04-02,Enterprise,350,1,15000
526,1777,2022-03-29,Enterprise,350,0,15000
967,973,2022-10-01,Enterprise,350,1,15000
95,345,2021-04-07,Enterprise,350,0,15000
572,345,2022-04-07,Enterprise,350,1,15000
129,482,2021-05-13,Enterprise,350,0,15000
1546,2573,2023-08-23,Enterprise,350,1,15000
820,2423,2022-07-25,Enterprise,350,0,15000
1437,2127,2023-06-07,Enterprise,350,1,15000
708,2127,2022-06-07,Enterprise,350,0,15000
83,286,2021-04-02,Enterprise,350,0,15000
844,2418,2022-07-29,Enterprise,350,0,15000
892,2573,2022-08-23,Enterprise,350,0,15000
1328,1777,2023-03-29,Enterprise,350,1,15000
392,15,2022-01-07,Enterprise,350,1,15000
1511,2423,2023-07-25,Enterprise,350,1,15000
1524,2418,2023-07-29,Enterprise,350,1,15000
18,15,2021-01-07,Enterprise,350,0,15000
258,1015,2021-10-01,Enterprise,110,0,15000
966,1015,2022-10-01,Enterprise,110,1,15000
644,2026,2022-05-04,Enterprise,375,0,15000
1537,2495,2023-08-04,Enterprise,375,1,15000
406,79,2022-01-21,Enterprise,375,1,15000
535,1767,2022-04-01,Enterprise,375,0,15000
310,1160,2021-11-10,Enterprise,375,0,15000
694,2067,2022-06-01,Enterprise,375,0,15000
1352,1781,2023-04-05,Enterprise,375,1,15000
45,98,2021-02-04,Enterprise,375,0,15000
838,725,2022-07-29,Enterprise,375,1,15000
1550,2602,2023-08-29,Enterprise,375,1,15000
649,465,2022-05-06,Enterprise,375,1,15000
1135,1160,2022-11-10,Enterprise,375,1,15000
1084,2995,2022-10-31,Enterprise,375,0,15000
1572,2678,2023-09-05,Enterprise,375,1,15000
28,79,2021-01-21,Enterprise,375,0,15000
1337,1767,2023-04-01,Enterprise,375,1,15000
1669,2995,2023-10-31,Enterprise,375,1,15000
900,2602,2022-08-29,Enterprise,375,0,15000
1430,2067,2023-06-01,Enterprise,375,1,15000
452,98,2022-02-04,Enterprise,375,1,15000
192,725,2021-07-29,Enterprise,375,0,15000
812,2386,2022-07-22,Enterprise,375,0,15000
561,1781,2022-04-05,Enterprise,375,0,15000
931,2678,2022-09-05,Enterprise,375,0,15000
1406,2026,2023-05-04,Enterprise,375,1,15000
123,465,2021-05-06,Enterprise,375,0,15000
870,2495,2022-08-04,Enterprise,375,0,15000
1507,2386,2023-07-22,Enterprise,375,1,15000
403,74,2022-01-15,Enterprise,130,1,15000
26,74,2021-01-15,Enterprise,130,0,15000
319,1194,2021-11-29,Enterprise,140,0,15000
491,1631,2022-03-01,Enterprise,140,0,15000
1356,1792,2023-04-06,Enterprise,140,1,15000
1188,3316,2022-12-08,Enterprise,140,0,15000
1161,1194,2022-11-29,Enterprise,140,1,15000
664,2039,2022-05-20,Enterprise,140,0,15000
374,18,2022-01-05,Enterprise,140,1,15000
284,1079,2021-10-27,Enterprise,140,0,15000
1415,2039,2023-05-20,Enterprise,140,1,15000
988,2726,2022-10-04,Enterprise,140,0,15000
17,17,2021-01-07,Enterprise,140,0,15000
784,2370,2022-07-08,Enterprise,140,0,15000
15,18,2021-01-05,Enterprise,140,0,15000
937,2653,2022-09-07,Enterprise,140,0,15000
1576,2653,2023-09-07,Enterprise,140,1,15000
1006,2828,2022-10-06,Enterprise,140,0,15000
1484,2370,2023-07-08,Enterprise,140,1,15000
1614,2828,2023-10-06,Enterprise,140,1,15000
571,1792,2022-04-06,Enterprise,140,0,15000
1310,1631,2023-03-01,Enterprise,140,1,15000
537,1724,2022-04-01,Enterprise,140,0,15000
1733,3316,2023-12-08,Enterprise,140,1,15000
391,17,2022-01-07,Enterprise,140,1,15000
1668,3091,2023-10-31,Enterprise,400,1,15000
901,886,2022-08-30,Enterprise,400,1,15000
180,656,2021-07-09,Enterprise,400,0,15000
1177,1202,2022-12-02,Enterprise,400,1,15000
731,2177,2022-06-29,Enterprise,400,0,15000
1090,3091,2022-10-31,Enterprise,400,0,15000
1450,2195,2023-06-30,Enterprise,400,1,15000
560,297,2022-04-05,Enterprise,400,1,15000
324,1202,2021-12-02,Enterprise,400,0,15000
734,2195,2022-06-30,Enterprise,400,0,15000
791,656,2022-07-09,Enterprise,400,1,15000
226,886,2021-08-30,Enterprise,400,0,15000
277,1052,2021-10-22,Enterprise,150,0,15000
833,2474,2022-07-27,Enterprise,150,0,15000
1197,3343,2022-12-21,Enterprise,150,0,15000
1176,3251,2022-12-01,Enterprise,150,0,15000
1710,3204,2023-11-23,Enterprise,150,1,15000
1149,3204,2022-11-23,Enterprise,150,0,15000
1237,1361,2023-01-04,Enterprise,150,1,15000
388,1326,2022-01-06,Enterprise,150,0,15000
510,256,2022-03-12,Enterprise,150,1,15000
149,569,2021-06-04,Enterprise,150,0,15000
847,797,2022-07-30,Enterprise,150,1,15000
1266,1487,2023-01-25,Enterprise,150,1,15000
1438,2132,2023-06-08,Enterprise,150,1,15000
200,797,2021-07-30,Enterprise,150,0,15000
1348,1728,2023-04-04,Enterprise,150,1,15000
549,1728,2022-04-04,Enterprise,150,0,15000
1040,1052,2022-10-22,Enterprise,150,1,15000
279,1063,2021-10-26,Enterprise,150,0,15000
417,1487,2022-01-25,Enterprise,150,0,15000
371,1361,2022-01-04,Enterprise,150,0,15000
1222,3392,2022-12-30,Enterprise,150,0,15000
1251,1326,2023-01-06,Enterprise,150,1,15000
1385,1972,2023-04-27,Enterprise,150,1,15000
70,256,2021-03-12,Enterprise,150,0,15000
1379,1900,2023-04-25,Enterprise,150,1,15000
710,2132,2022-06-08,Enterprise,150,0,15000
300,1112,2021-11-02,Enterprise,150,0,15000
1738,3329,2023-12-20,Enterprise,150,1,15000
416,1478,2022-01-25,Enterprise,150,0,15000
1725,3251,2023-12-01,Enterprise,150,1,15000
615,1972,2022-04-27,Enterprise,150,0,15000
773,2298,2022-07-06,Enterprise,150,0,15000
704,569,2022-06-04,Enterprise,150,1,15000
1263,1478,2023-01-25,Enterprise,150,1,15000
1475,2298,2023-07-06,Enterprise,150,1,15000
1517,2474,2023-07-27,Enterprise,150,1,15000
1020,2887,2022-10-12,Enterprise,150,0,15000
1424,2082,2023-05-31,Enterprise,150,1,15000
84,338,2021-04-02,Enterprise,150,0,15000
684,2082,2022-05-31,Enterprise,150,0,15000
1049,1063,2022-10-26,Enterprise,150,1,15000
1740,3343,2023-12-21,Enterprise,150,1,15000
1105,1112,2022-11-02,Enterprise,150,1,15000
1196,3329,2022-12-20,Enterprise,150,0,15000
1753,3392,2023-12-30,Enterprise,150,1,15000
602,1900,2022-04-25,Enterprise,150,0,15000
544,338,2022-04-02,Enterprise,150,1,15000
1625,2887,2023-10-12,Enterprise,150,1,15000
440,1558,2022-02-01,Enterprise,150,0,15000
281,1101,2021-10-26,Enterprise,150,0,15000
1051,1101,2022-10-26,Enterprise,150,1,15000
1571,2613,2023-09-05,Enterprise,425,1,15000
570,1814,2022-04-06,Enterprise,425,0,15000
1061,2994,2022-10-27,Enterprise,425,0,15000
1315,1654,2023-03-03,Enterprise,425,1,15000
232,869,2021-09-02,Enterprise,425,0,15000
1414,2034,2023-05-20,Enterprise,425,1,15000
445,1496,2022-02-02,Enterprise,425,0,15000
861,2410,2022-08-02,Enterprise,425,0,15000
932,2613,2022-09-05,Enterprise,425,0,15000
651,459,2022-05-06,Enterprise,425,1,15000
499,1654,2022-03-03,Enterprise,425,0,15000
758,2193,2022-07-04,Enterprise,425,0,15000
1534,2410,2023-08-02,Enterprise,425,1,15000
832,2412,2022-07-27,Enterprise,425,0,15000
122,459,2021-05-06,Enterprise,425,0,15000
1355,1814,2023-04-06,Enterprise,425,1,15000
1463,2193,2023-07-04,Enterprise,425,1,15000
1141,3185,2022-11-18,Enterprise,425,0,15000
1440,2146,2023-06-13,Enterprise,425,1,15000
786,2265,2022-07-08,Enterprise,425,0,15000
665,2034,2022-05-20,Enterprise,425,0,15000
1513,2465,2023-07-26,Enterprise,425,1,15000
922,869,2022-09-02,Enterprise,425,1,15000
962,2786,2022-09-29,Enterprise,425,0,15000
1587,2786,2023-09-29,Enterprise,425,1,15000
1518,2412,2023-07-27,Enterprise,425,1,15000
1653,2994,2023-10-27,Enterprise,425,1,15000
824,2465,2022-07-26,Enterprise,425,0,15000
1210,1352,2022-12-27,Enterprise,425,1,15000
712,2146,2022-06-13,Enterprise,425,0,15000
707,2101,2022-06-07,Enterprise,425,0,15000
1183,3245,2022-12-05,Enterprise,425,0,15000
1412,1997,2023-05-10,Enterprise,425,1,15000
1284,1496,2023-02-02,Enterprise,425,1,15000
1730,3245,2023-12-05,Enterprise,425,1,15000
1703,3185,2023-11-18,Enterprise,425,1,15000
1436,2101,2023-06-07,Enterprise,425,1,15000
338,1352,2021-12-27,Enterprise,425,0,15000
657,1997,2022-05-10,Enterprise,425,0,15000
934,2660,2022-09-06,Enterprise,175,0,15000
893,2580,2022-08-23,Enterprise,175,0,15000
1330,1710,2023-04-01,Enterprise,175,1,15000
642,1957,2022-05-04,Enterprise,175,0,15000
271,1039,2021-10-13,Enterprise,175,0,15000
40,92,2021-02-03,Enterprise,175,0,15000
1268,1441,2023-01-26,Enterprise,175,1,15000
1748,3340,2023-12-27,Enterprise,175,1,15000
446,92,2022-02-03,Enterprise,175,1,15000
1405,1957,2023-05-04,Enterprise,175,1,15000
655,472,2022-05-10,Enterprise,175,1,15000
1116,3123,2022-11-03,Enterprise,175,0,15000
1714,3200,2023-11-25,Enterprise,175,1,15000
418,1441,2022-01-26,Enterprise,175,0,15000
940,2625,2022-09-08,Enterprise,175,0,15000
1736,3320,2023-12-16,Enterprise,175,1,15000
1214,3340,2022-12-27,Enterprise,175,0,15000
1691,3123,2023-11-03,Enterprise,175,1,15000
125,472,2021-05-10,Enterprise,175,0,15000
539,1710,2022-04-01,Enterprise,175,0,15000
1573,2660,2023-09-06,Enterprise,175,1,15000
1156,3200,2022-11-25,Enterprise,175,0,15000
1193,3320,2022-12-16,Enterprise,175,0,15000
53,201,2021-02-23,Enterprise,175,0,15000
1578,2625,2023-09-08,Enterprise,175,1,15000
471,201,2022-02-23,Enterprise,175,1,15000
1022,1039,2022-10-13,Enterprise,175,1,15000
1545,2580,2023-08-23,Enterprise,175,1,15000
1153,3193,2022-11-24,Enterprise,450,0,15000
1152,3203,2022-11-24,Enterprise,450,0,15000
949,933,2022-09-22,Enterprise,450,1,15000
1421,2057,2023-05-30,Enterprise,450,1,15000
61,204,2021-03-03,Enterprise,450,0,15000
72,289,2021-03-23,Enterprise,450,0,15000
515,289,2022-03-23,Enterprise,450,1,15000
199,749,2021-07-30,Enterprise,450,0,15000
239,914,2021-09-09,Enterprise,450,0,15000
496,204,2022-03-03,Enterprise,450,1,15000
244,933,2021-09-22,Enterprise,450,0,15000
679,2057,2022-05-30,Enterprise,450,0,15000
846,749,2022-07-30,Enterprise,450,1,15000
944,914,2022-09-09,Enterprise,450,1,15000
468,1608,2022-02-17,Enterprise,450,0,15000
1712,3193,2023-11-24,Enterprise,450,1,15000
1296,1608,2023-02-17,Enterprise,450,1,15000
1713,3203,2023-11-24,Enterprise,450,1,15000
143,512,2021-06-01,Enterprise,200,0,15000
521,1698,2022-03-25,Enterprise,200,0,15000
234,875,2021-09-02,Enterprise,200,0,15000
762,646,2022-07-05,Enterprise,200,1,15000
1158,3241,2022-11-28,Enterprise,200,0,15000
1658,2959,2023-10-28,Enterprise,200,1,15000
453,146,2022-02-04,Enterprise,200,1,15000
1136,3168,2022-11-10,Enterprise,200,0,15000
1172,3217,2022-12-01,Enterprise,200,0,15000
687,512,2022-06-01,Enterprise,200,1,15000
1169,3224,2022-11-30,Enterprise,200,0,15000
543,329,2022-04-02,Enterprise,200,1,15000
1727,3217,2023-12-01,Enterprise,200,1,15000
1069,2959,2022-10-28,Enterprise,200,0,15000
144,550,2021-06-01,Enterprise,200,0,15000
1702,3168,2023-11-10,Enterprise,200,1,15000
1065,2985,2022-10-27,Enterprise,200,0,15000
921,875,2022-09-02,Enterprise,200,1,15000
1325,1698,2023-03-25,Enterprise,200,1,15000
86,329,2021-04-02,Enterprise,200,0,15000
1717,3241,2023-11-28,Enterprise,200,1,15000
686,550,2022-06-01,Enterprise,200,1,15000
1723,3224,2023-11-30,Enterprise,200,1,15000
41,146,2021-02-04,Enterprise,200,0,15000
1652,2985,2023-10-27,Enterprise,200,1,15000
1304,1625,2023-02-28,Enterprise,475,1,15000
282,1096,2021-10-26,Enterprise,475,0,15000
1425,2125,2023-06-01,Enterprise,475,1,15000
409,1414,2022-01-21,Enterprise,475,0,15000
509,1673,2022-03-11,Enterprise,475,0,15000
482,1625,2022-02-28,Enterprise,475,0,15000
245,941,2021-09-23,Enterprise,475,0,15000
1338,1727,2023-04-01,Enterprise,475,1,15000
1261,1414,2023-01-21,Enterprise,475,1,15000
1321,1673,2023-03-11,Enterprise,475,1,15000
182,685,2021-07-14,Enterprise,475,0,15000
796,685,2022-07-14,Enterprise,475,1,15000
950,941,2022-09-23,Enterprise,475,1,15000
688,2125,2022-06-01,Enterprise,475,0,15000
536,1727,2022-04-01,Enterprise,475,0,15000
177,691,2021-07-06,Enterprise,225,0,15000
1403,2010,2023-05-04,Enterprise,225,1,15000
330,1230,2021-12-08,Enterprise,225,0,15000
1672,2953,2023-10-31,Enterprise,225,1,15000
770,691,2022-07-06,Enterprise,225,1,15000
474,1619,2022-02-23,Enterprise,225,0,15000
1300,1619,2023-02-23,Enterprise,225,1,15000
785,2363,2022-07-08,Enterprise,225,0,15000
1489,2363,2023-07-08,Enterprise,225,1,15000
179,698,2021-07-07,Enterprise,225,0,15000
697,529,2022-06-02,Enterprise,225,1,15000
776,698,2022-07-07,Enterprise,225,1,15000
646,2010,2022-05-04,Enterprise,225,0,15000
146,529,2021-06-02,Enterprise,225,0,15000
155,610,2021-06-21,Enterprise,225,0,15000
913,2606,2022-09-01,Enterprise,225,0,15000
1560,2606,2023-09-01,Enterprise,225,1,15000
1187,1230,2022-12-08,Enterprise,225,1,15000
715,610,2022-06-21,Enterprise,225,1,15000
1091,2953,2022-10-31,Enterprise,225,0,15000
1057,2956,2022-10-26,Enterprise,500,0,15000
1079,1084,2022-10-29,Enterprise,500,1,15000
1612,2719,2023-10-05,Enterprise,500,1,15000
858,805,2022-08-02,Enterprise,500,1,15000
1343,1806,2023-04-04,Enterprise,500,1,15000
1575,2635,2023-09-07,Enterprise,500,1,15000
1362,1755,2023-04-08,Enterprise,500,1,15000
97,351,2021-04-08,Enterprise,500,0,15000
467,1594,2022-02-15,Enterprise,500,0,15000
460,1547,2022-02-07,Enterprise,500,0,15000
1295,1594,2023-02-15,Enterprise,500,1,15000
579,351,2022-04-08,Enterprise,500,1,15000
1637,2917,2023-10-21,Enterprise,500,1,15000
73,273,2021-03-24,Enterprise,500,0,15000
204,805,2021-08-02,Enterprise,500,0,15000
518,273,2022-03-24,Enterprise,500,1,15000
1036,2917,2022-10-21,Enterprise,500,0,15000
998,2719,2022-10-05,Enterprise,500,0,15000
221,847,2021-08-23,Enterprise,500,0,15000
647,1989,2022-05-05,Enterprise,500,0,15000
1409,1989,2023-05-05,Enterprise,500,1,15000
1649,2956,2023-10-26,Enterprise,500,1,15000
938,2635,2022-09-07,Enterprise,500,0,15000
546,1806,2022-04-04,Enterprise,500,0,15000
581,1755,2022-04-08,Enterprise,500,0,15000
589,375,2022-04-15,Enterprise,500,1,15000
100,375,2021-04-15,Enterprise,500,0,15000
891,847,2022-08-23,Enterprise,500,1,15000
1291,1547,2023-02-07,Enterprise,500,1,15000
721,2166,2022-06-23,Enterprise,250,0,15000
1254,1411,2023-01-12,Enterprise,250,1,15000
1568,2610,2023-09-02,Enterprise,250,1,15000
1582,2716,2023-09-23,Enterprise,250,1,15000
1054,3045,2022-10-26,Enterprise,250,0,15000
1566,2612,2023-09-02,Enterprise,250,1,15000
1242,1351,2023-01-05,Enterprise,250,1,15000
852,2453,2022-08-01,Enterprise,250,0,15000
297,1151,2021-11-01,Enterprise,250,0,15000
996,2791,2022-10-05,Enterprise,250,0,15000
1530,2453,2023-08-01,Enterprise,250,1,15000
1645,3045,2023-10-26,Enterprise,250,1,15000
274,1065,2021-10-18,Enterprise,250,0,15000
389,27,2022-01-07,Enterprise,250,1,15000
1026,1065,2022-10-18,Enterprise,250,1,15000
378,1351,2022-01-05,Enterprise,250,0,15000
1711,3188,2023-11-24,Enterprise,250,1,15000
1098,1151,2022-11-01,Enterprise,250,1,15000
344,1281,2021-12-31,Enterprise,250,0,15000
1316,1674,2023-03-03,Enterprise,250,1,15000
928,2612,2022-09-02,Enterprise,250,0,15000
1170,1209,2022-12-01,Enterprise,250,1,15000
1569,2609,2023-09-02,Enterprise,250,1,15000
1224,1281,2022-12-31,Enterprise,250,1,15000
343,1302,2021-12-31,Enterprise,250,0,15000
1154,3188,2022-11-24,Enterprise,250,0,15000
925,2609,2022-09-02,Enterprise,250,0,15000
1445,2166,2023-06-23,Enterprise,250,1,15000
1603,2791,2023-10-05,Enterprise,250,1,15000
323,1209,2021-12-01,Enterprise,250,0,15000
398,1411,2022-01-12,Enterprise,250,0,15000
497,1674,2022-03-03,Enterprise,250,0,15000
927,2610,2022-09-02,Enterprise,250,0,15000
952,2716,2022-09-23,Enterprise,250,0,15000
25,75,2021-01-14,Business,5,0,25000
401,75,2022-01-14,Business,5,1,25000
1746,3366,2023-12-22,Business,5,1,25000
654,494,2022-05-07,Business,5,1,25000
754,676,2022-07-02,Business,5,1,25000
1207,1288,2022-12-24,Business,5,1,25000
1623,2895,2023-10-11,Business,5,1,25000
1465,2316,2023-07-04,Business,5,1,25000
181,701,2021-07-13,Business,5,0,25000
1180,1267,2022-12-03,Business,5,1,25000
243,959,2021-09-20,Business,5,0,25000
759,2316,2022-07-04,Business,5,0,25000
1073,2954,2022-10-28,Business,5,0,25000
948,959,2022-09-20,Business,5,1,25000
793,701,2022-07-13,Business,5,1,25000
173,676,2021-07-02,Business,5,0,25000
1017,2895,2022-10-11,Business,5,0,25000
1203,3366,2022-12-22,Business,5,0,25000
631,437,2022-05-03,Business,5,1,25000
287,1127,2021-10-29,Business,5,0,25000
662,2044,2022-05-16,Business,5,0,25000
1145,3222,2022-11-22,Business,5,0,25000
188,762,2021-07-26,Business,5,0,25000
337,1288,2021-12-24,Business,5,0,25000
614,1977,2022-04-27,Business,5,0,25000
119,437,2021-05-03,Business,5,0,25000
1189,3315,2022-12-08,Business,5,0,25000
1413,2044,2023-05-16,Business,5,1,25000
1707,3222,2023-11-22,Business,5,1,25000
124,494,2021-05-07,Business,5,0,25000
1416,2062,2023-05-20,Business,5,1,25000
666,2062,2022-05-20,Business,5,0,25000
1387,1977,2023-04-27,Business,5,1,25000
919,899,2022-09-02,Business,5,1,25000
668,2083,2022-05-23,Business,5,0,25000
1732,3315,2023-12-08,Business,5,1,25000
231,899,2021-09-02,Business,5,0,25000
298,1124,2021-11-02,Business,5,0,25000
1298,1656,2023-02-23,Business,5,1,25000
475,1656,2022-02-23,Business,5,0,25000
822,762,2022-07-26,Business,5,1,25000
1103,1124,2022-11-02,Business,5,1,25000
1417,2083,2023-05-23,Business,5,1,25000
1666,2954,2023-10-28,Business,5,1,25000
326,1267,2021-12-03,Business,5,0,25000
1080,1127,2022-10-29,Business,5,1,25000
583,1878,2022-04-12,Business,10,0,25000
1431,2138,2023-06-01,Business,10,1,25000
1162,3278,2022-11-29,Business,10,0,25000
164,652,2021-06-30,Business,10,0,25000
454,169,2022-02-04,Business,10,1,25000
582,378,2022-04-09,Business,10,1,25000
855,826,2022-08-02,Business,10,1,25000
306,1162,2021-11-05,Business,10,0,25000
485,1652,2022-02-28,Business,10,0,25000
904,907,2022-08-31,Business,10,1,25000
1324,1773,2023-03-25,Business,10,1,25000
51,185,2021-02-10,Business,10,0,25000
522,1773,2022-03-25,Business,10,0,25000
1209,3375,2022-12-26,Business,10,0,25000
42,169,2021-02-04,Business,10,0,25000
947,926,2022-09-16,Business,10,1,25000
1127,1162,2022-11-05,Business,10,1,25000
158,633,2021-06-23,Business,10,0,25000
205,826,2021-08-02,Business,10,0,25000
864,811,2022-08-03,Business,10,1,25000
162,639,2021-06-29,Business,10,0,25000
1747,3375,2023-12-26,Business,10,1,25000
1093,3067,2022-10-31,Business,10,0,25000
689,2138,2022-06-01,Business,10,0,25000
729,639,2022-06-29,Business,10,1,25000
262,1041,2021-10-04,Business,10,0,25000
1171,1229,2022-12-01,Business,10,1,25000
1678,3153,2023-10-31,Business,10,1,25000
32,166,2021-01-28,Business,10,0,25000
1306,1652,2023-02-28,Business,10,1,25000
1374,1889,2023-04-22,Business,10,1,25000
242,926,2021-09-16,Business,10,0,25000
981,1041,2022-10-04,Business,10,1,25000
887,2600,2022-08-22,Business,10,0,25000
1363,1878,2023-04-12,Business,10,1,25000
436,170,2022-02-01,Business,10,1,25000
466,185,2022-02-10,Business,10,1,25000
78,314,2021-03-29,Business,10,0,25000
228,907,2021-08-31,Business,10,0,25000
322,1229,2021-12-01,Business,10,0,25000
1677,3067,2023-10-31,Business,10,1,25000
10,19,2021-01-04,Business,10,0,25000
99,378,2021-04-09,Business,10,0,25000
598,1889,2022-04-22,Business,10,0,25000
34,170,2021-02-01,Business,10,0,25000
719,633,2022-06-23,Business,10,1,25000
1719,3278,2023-11-29,Business,10,1,25000
207,811,2021-08-03,Business,10,0,25000
525,314,2022-03-29,Business,10,1,25000
733,652,2022-06-30,Business,10,1,25000
425,166,2022-01-28,Business,10,1,25000
1092,3153,2022-10-31,Business,10,0,25000
116,458,2021-05-03,Business,10,0,25000
634,458,2022-05-03,Business,10,1,25000
1544,2600,2023-08-22,Business,10,1,25000
366,19,2022-01-04,Business,10,1,25000
1394,1996,2023-05-02,Business,15,1,25000
159,668,2021-06-28,Business,15,0,25000
517,308,2022-03-24,Business,15,1,25000
1627,2924,2023-10-14,Business,15,1,25000
1674,3134,2023-10-31,Business,15,1,25000
1094,3134,2022-10-31,Business,15,0,25000
897,2666,2022-08-26,Business,15,0,25000
777,2358,2022-07-07,Business,15,0,25000
736,630,2022-07-01,Business,15,1,25000
1347,1813,2023-04-04,Business,15,1,25000
283,1115,2021-10-27,Business,15,0,25000
630,1996,2022-05-02,Business,15,0,25000
170,630,2021-07-01,Business,15,0,25000
1570,2679,2023-09-02,Business,15,1,25000
75,308,2021-03-24,Business,15,0,25000
726,668,2022-06-28,Business,15,1,25000
823,2447,2022-07-26,Business,15,0,25000
923,2679,2022-09-02,Business,15,0,25000
532,1816,2022-04-01,Business,15,0,25000
1063,3025,2022-10-27,Business,15,0,25000
552,1813,2022-04-04,Business,15,0,25000
593,379,2022-04-21,Business,15,1,25000
103,379,2021-04-21,Business,15,0,25000
1331,1816,2023-04-01,Business,15,1,25000
79,323,2021-03-31,Business,15,0,25000
720,2162,2022-06-23,Business,15,0,25000
1160,3300,2022-11-28,Business,15,0,25000
115,416,2021-04-30,Business,15,0,25000
1715,3300,2023-11-28,Business,15,1,25000
1514,2447,2023-07-26,Business,15,1,25000
529,323,2022-03-31,Business,15,1,25000
1657,3025,2023-10-27,Business,15,1,25000
627,416,2022-04-30,Business,15,1,25000
1060,1115,2022-10-27,Business,15,1,25000
394,1366,2022-01-07,Business,15,0,25000
1444,2162,2023-06-23,Business,15,1,25000
1023,2924,2022-10-14,Business,15,0,25000
1253,1366,2023-01-07,Business,15,1,25000
